y_true,oof_mu,oof_sigma,oof_mu_p,cqr_lower,cqr_upper,std_lower,std_upper,abs_err,trust_sigma
-2.582,-2.4870737800404297,0.034609774467023964,-2.2219126578646957,-2.5960936573903752,-2.0931406647573034,-2.6772920264689457,-2.077176497973938,0.09492621995957018,0
-2.247,-2.1611316550434156,0.0410543188942337,-2.131988140453745,-2.915318190176298,-2.18505889209126,-2.8131393135844576,-2.213917080394329,0.08586834495658424,0
-2.945,-2.9559772489678444,0.03478222056817487,-2.899630684820626,-3.124628940205414,-2.5023403265827158,-3.2403709313101925,-2.623874328107918,0.010977248967844577,0
-3.5610000000000004,-3.3922338345331875,0.03167792852079282,-2.8524007297797613,-3.671447084600355,-2.67469411014372,-3.731759410803319,-3.119242427345347,0.1687661654668129,1
-2.487,-2.5103904248021913,0.024364319173651127,-2.3143547034106877,-2.633544781254628,-2.184300504241122,-2.8770291782102797,-2.260532575008005,0.023390424802191223,1
-1.817,-1.8295869038640853,0.03166172174638742,-1.5254900726682776,-2.345455140954375,-1.4068525216494363,-2.278110190780908,-1.6655932073229356,0.012586903864085341,1
-3.113,-2.8811694849441833,0.036626540140294754,-2.904202841038988,-3.170099527536067,-2.458481262237757,-3.162083232056365,-2.5619677035613577,0.23183051505581664,0
-3.443,-3.6658213293567585,0.057923857565989535,-3.3580337206484514,-3.4969540228073885,-2.8930992393248327,-3.781267099699774,-3.1539904229161215,0.22282132935675847,0
-2.27,-2.4279195205139827,0.038221556127000796,-1.9326159564394123,-2.7310702924451897,-1.730597253087378,-2.725123865645699,-2.1259016324555704,0.15791952051398273,0
-3.772,-3.8585318557876596,0.026349835179347796,-2.927525385629324,-3.864014622559298,-2.6895527410500044,-4.105662981942851,-3.4891663787405767,0.08653185578765976,1
-2.874,-3.094329796432228,0.059806310555258764,-2.892114698117188,-3.320715115900377,-2.5106742733876306,-3.222621871588684,-2.6233996383985563,0.22032979643222772,0
-3.221,-3.282750490136239,0.009666666329683365,-3.0333104914561018,-3.3734765786680896,-2.7068831653976404,-3.5492010206211324,-2.92192434383748,0.06175049013623912,1
-2.501,-2.5317773949463884,0.048995932744623535,-2.3231931093169975,-2.6300816631225645,-2.13992322037375,-2.7523913724275637,-2.153169139237436,0.030777394946388537,0
-3.693,-3.2205821329000885,0.030054014829798286,-2.893375609412862,-3.453223659622313,-2.6852642909077624,-3.6897265975792006,-3.073229994376926,0.4724178670999115,1
-3.094,-2.858590952356144,0.05625007541688354,-2.8203081997320094,-2.963043420756398,-2.5006491365491623,-3.097264895062801,-2.4699882182791484,0.23540904764385573,0
-2.416,-2.490452801563379,0.01437011834823197,-2.2074889194089247,-2.706240759356488,-2.028898620482862,-2.856216113841353,-2.2289394370577007,0.07445280156337919,1
-3.365,-3.565244765726044,0.04626559558765938,-3.294709327920504,-3.5314130274591777,-2.8661418381177386,-3.8661854368885424,-3.23890876010489,0.200244765726044,0
-1.6740000000000002,-1.6321760200136295,0.054181254645193654,-1.6957545759158874,-2.213796402899253,-1.4124299830061942,-1.9569534368213186,-1.3568379083263116,0.04182397998637066,0
0.351,0.02728902787576859,0.057929352680594126,-0.37695986613175836,-0.9491082618428166,0.2036276788024079,-0.5653562045831795,0.04716077887479281,0.3237109721242314,0
-1.51,-1.7169516648488552,0.0358502357021423,-2.014384352012045,-1.7141196492110211,-0.9692488327343168,-1.964249273789593,-1.3477526705873184,0.2069516648488552,0
-0.815,-0.9227705787912075,0.05164115502860517,-1.1231771440577134,-1.0702903040969056,-0.55823487237504,-1.112312934803299,-0.5121974063082919,0.10777057879120755,0
0.286,-0.0938069723626182,0.0328824662083627,-0.5014328015710228,-0.6822320641756491,0.10136131195973336,-0.2876121545803282,0.3288844486219462,0.3798069723626182,0
-0.35,-0.6441660337004496,0.02507962372425029,-1.020524083469954,-1.135602035385106,-0.5723918181851956,-0.9138391424706895,-0.2973425392684152,0.2941660337004496,1
-0.989,-1.0355997142401379,0.030403599998485,-1.4786264172909935,-1.7295760840486953,-0.7877097227828402,-1.275918673302511,-0.6766964401123826,0.04659971424013787,1
-0.616,-0.7777602737914088,0.015543658815779963,-1.1979982232303532,-1.4474704940326082,-0.5610691581067222,-1.0471589216248,-0.43464193816682783,0.16176027379140878,1
-0.8170000000000001,-0.9264721032581392,0.03106980875048542,-0.7131592813789163,-1.1376876303331702,-0.4019177794174916,-1.2163481444422675,-0.589071467658615,0.10947210325813916,1
-0.975,-0.41939634589999775,0.053270400684846814,-0.633370756209533,-1.8808384082804532,-0.4985559755401411,-1.1727167950824975,-0.5454401182988452,0.5556036541000022,0
0.174,0.011652889465554095,0.03171580934772711,-0.5709214643823057,-1.1489092635776728,-0.020728205667203653,-0.6966388081730357,-0.0965232796780287,0.1623471105344459,1
-1.597,-1.582256792737734,0.012540899229400472,-1.6605653233197435,-2.070399925830576,-1.3975881718451852,-1.874965234392389,-1.2624482509344168,0.014743207262265967,1
-1.236,-1.1796545941882135,0.02823307512345472,-1.5538646649903465,-1.4191321891372817,-0.9507197076325224,-1.5105214573831387,-0.9104059288881317,0.056345405811786486,1
0.539,0.48945380506938485,0.10629866631986855,-0.024739599632738196,-1.1818848231625692,0.75359233420688,0.4713624042763966,1.087859007478671,0.049546194930615184,0
-0.2239999999999999,-0.24685852266096497,0.026134179604552724,-0.5024491459599258,-0.914361020978714,-0.23126322944441396,-0.4365543019693795,0.17596268148859276,0.02285852266096508,1
-1.334,-1.347752720823685,0.010876713731355703,-1.6545764720512492,-2.0599031732161985,-1.2623776056172218,-1.6997651091863464,-1.0872481257283741,0.01375272082368495,1
-1.386,-1.3463029484131677,0.0023398575962772683,-1.636483772842606,-2.0156603228631544,-1.2934141354462632,-1.7363953379173536,-1.1238783544593813,0.03969705158683223,1
-1.17,-1.3580826431441626,0.02673889559264383,-1.6262030253619935,-1.9621449328007226,-1.0254191744715593,-1.5771853293935967,-0.9606887261913222,0.18808264314416268,1
-0.927,-0.8840723571821026,0.021685077225039175,-1.1945929825543504,-1.0425175308930432,-0.4538756355206136,-1.08876652574917,-0.48865099725416294,0.042927642817897405,1
-1.281,-1.500254201598304,0.01054627405637517,-1.9397289282269952,-2.1748400796391554,-1.2241370185318452,-1.7721012727861332,-1.1448245960024808,0.2192542015983041,1
-1.053,-0.8427038648408613,0.0234593377158539,-1.2421353904433035,-1.212500184583082,-0.7777885929650119,-1.097290542095773,-0.4847735586378008,0.2102961351591386,1
-2.24,-2.3187810044266226,0.07004263324092981,-2.354270126169987,-2.5042737597600446,-1.7430595933407569,-2.6281117940773884,-2.011615190875114,0.07878100442662239,0
0.409,-0.22501656752059396,0.01566922914514201,-0.4836518251526134,-0.9341320093682988,-0.18449844998161558,-0.4326900555257521,0.19458662125790027,0.634016567520594,1
-1.362,-1.3230713915485672,0.01700589608995881,-1.6068323233984962,-1.9716844487588394,-1.2968630685552966,-1.7297702510763209,-1.1305480178861926,0.03892860845143287,1
-0.391,-0.5431673458173727,0.02771113968214354,-0.8363373656862239,-1.0970409941163632,-0.22633710995788225,-0.8209231980933915,-0.19364652130973914,0.15216734581737268,1
-0.591,-0.6914227500358916,0.005063059501257459,-0.8387333430556254,-0.8364991951009331,-0.4126218256330235,-0.873539498554753,-0.2462628217711006,0.10042275003589163,1
1.006,0.5622057310976866,0.04619746271161173,-0.2857631756788628,-1.573037206267409,0.7327254082540093,0.25788273288789376,0.8579982613829008,0.44379426890231344,0
-1.707,-1.5259518767659919,0.007940571361282036,-1.577667995160272,-2.043758036032052,-1.2000163813683213,-1.947645650850612,-1.3484234176604837,0.1810481232340082,1
0.105,0.3373059747870449,0.05353210757297011,-0.3111494980152481,-1.7479566210838895,0.26224371382278566,-0.32766629987130175,0.29961037691235065,0.2323059747870449,0
-1.528,-1.7416382693116432,0.03871324519877429,-2.055965043972038,-2.221033352864503,-1.4769520617616223,-1.909445976071427,-1.2821692992877747,0.2136382693116432,0
-0.609,-0.8193561538955139,0.028177379213187023,-1.1925393744800015,-1.635840119846323,-0.5335570169824448,-1.270597278629778,-0.6704817501347708,0.21035615389551388,1
-1.013,-1.1012833094176384,0.032512263944218855,-1.363931013295664,-1.5005887631624073,-1.0220891842714557,-1.4102024554639678,-0.7937058522616933,0.08828330941763851,0
-1.548,-1.4685130402446145,0.03546795054268377,-1.3894992906954888,-1.7277616854771247,-1.0394075893525456,-2.0133460562178453,-1.396849453015571,0.07948695975538556,0
0.624,0.7664239148198138,0.05630747057305017,-0.05410270370001569,-1.572128827310009,0.6588668287393121,0.18561110966535327,0.7981280931233254,0.14242391481981376,0
-2.009,-1.984584262716134,0.04327106786939147,-1.9602670927861612,-2.0311581362082483,-1.1461744972909673,-2.2149332579296117,-1.6148177294346047,0.024415737283865813,0
-1.152,-1.4099699308848,0.04122099957606837,-1.524879951753227,-2.0932622611494605,-1.2536277646007568,-1.8005962251774417,-1.1733195483937893,0.2579699308848,0
-0.377,-0.3817765212303688,0.022737889819899423,-0.6758003185669756,-0.8558217990889784,-0.15512254291723665,-0.6911354038919755,-0.09101987539696843,0.004776521230368813,1
-2.246,-2.2296298183265746,0.02200192288145349,-2.2320427755501324,-2.394962879444191,-1.6909162071069994,-2.3297051401487736,-1.713208536946499,0.01637018167342541,1
-0.8009999999999999,-1.0412327955202911,0.03388380771758675,-0.9089267732642917,-1.1076328426012334,-0.6626379234411311,-1.3430469861863572,-0.7157703094027048,0.2402327955202912,0
-2.326,-2.186829027916385,0.03997814379532871,-2.018234686252709,-2.0740705752900044,-1.007605258760909,-2.4704526264434135,-1.8703370979484062,0.13917097208361495,0
-0.6679999999999999,-0.8217524872904355,0.12422514088123977,-0.8611950566364424,-0.9902170442140544,-0.36272047950568653,-0.896685693665582,-0.2801890904633076,0.15375248729043556,0
-0.3229999999999999,-0.2010306067429502,0.008039834997843628,-0.5577313103886365,-0.8392154705780926,-0.06436648286302481,-0.505108109748845,0.11138849345342941,0.1219693932570497,1
-1.194,-1.4200990062063668,0.026394146943707713,-1.5582185382480285,-1.946669899917539,-1.0627296260677195,-1.7957911975427177,-1.1792945943404431,0.2260990062063668,1
-1.624,-1.338628330304208,0.022416927928532417,-1.4530487026907035,-2.003903620132445,-1.1453826815118242,-1.71313098141505,-1.1139087482249217,0.2853716696957922,1
-0.389,-0.2594844143713475,0.05270850637143854,-0.48809622989238055,-0.750955357610395,-0.09274280114553021,-0.4996905532439423,0.11282643021402994,0.1295155856286525,0
-2.016,-1.9096631050445525,0.013440816061194771,-1.8835139962917307,-2.4394703299538545,-1.5651022568670194,-2.242830206187489,-1.6436079729973607,0.10633689495544751,1
0.957,0.7642715223422438,0.07886407495040244,-0.49004138373935024,-1.514116708237648,1.1436964478761211,0.681578477299432,1.2808007104895602,0.19272847765775614,0
-1.22,-1.0969097352566541,0.05717362735646419,-1.1516889043392409,-1.327418399584847,-0.8475497137716967,-1.3780898409458469,-0.7655728574878746,0.12309026474334583,0
-0.541,-0.4096326949897268,0.03560314851952465,-0.7390592554384612,-0.8771825566644452,-0.4865631234577952,-0.8176032426746751,-0.21838100948454686,0.13136730501027322,0
-0.754,-1.0515215176235106,0.04865250659326693,-1.194232123488593,-1.0553339791203007,-0.538718990856138,-1.20119778644729,-0.5739211096636375,0.29752151762351065,0
-1.157,-1.2183481645534755,0.0019194307874094555,-1.1545220777328642,-1.1713147202320027,-0.8089345546980782,-1.3592892069909155,-0.742792603788641,0.06134816455347547,1
-1.781,-1.8942187995690156,0.025930517288850773,-2.014786029595781,-2.122056215841453,-1.4496187188859349,-2.120356175259693,-1.493079498476041,0.1132187995690157,1
-1.63,-1.1774386192898874,0.053871444847532625,-1.3143265680623848,-1.6336938502520004,-0.9956686237352492,-1.8543976471135015,-1.2418806636555293,0.45256138071011254,0
-1.22,-1.409330478949211,0.026762497590098973,-1.6152732341893603,-1.999997902131511,-1.1460343884535502,-1.7461467890350755,-1.129650185832801,0.18933047894921096,1
-1.126,-0.8718189518015047,0.051543085192525206,-1.0474961828480405,-1.0580110677173342,-0.6772919475464957,-1.021521340431383,-0.42229910724125475,0.2541810481984952,0
-1.047,-0.9141174759526476,0.02654468299489613,-1.2319290714557223,-1.8689997819088893,-0.7289005286374909,-1.1506137892635024,-0.5513915560733742,0.13288252404735235,1
-2.247,-2.1488829177112674,0.06895970119724965,-2.0962984630007293,-2.3800610446901223,-1.3409890644899563,-2.5082375936639654,-1.909015360473837,0.0981170822887325,0
-1.177,-1.173389170382543,0.021538160656520894,-1.6349615794405923,-2.0424409158289762,-1.153522033168761,-1.5565907765981641,-0.9440737931401919,0.0036108296174570675,1
-1.141,-0.8899804487944581,0.026297328403068424,-1.0952615564307073,-1.3017726271119843,-0.7247415351989417,-1.2338136985719248,-0.6345914653817966,0.25101955120554187,1
-0.835,-0.6874983518398255,0.018974603094858114,-0.5778560667375734,-0.9442046384087645,-0.4553717232225736,-1.045186991631184,-0.44596475844105576,0.14750164816017441,1
-2.063,-2.0832014012254345,0.07533665318137936,-2.0683311500613,-2.3810435683638276,-1.3449707050121145,-2.252762715328585,-1.6362661121263107,0.020201401225434346,0
-1.915,-2.0469745698221247,0.03285817774949496,-2.1753528264222215,-2.2227200955960136,-1.773498713284091,-2.3608178651883733,-1.733541188404721,0.13197456982212463,0
0.113,-0.28242157962509906,0.040806640196338034,-0.8596802761813389,-1.0117350236497336,-0.21527990320716822,-0.5870347847053448,0.012187448484783425,0.39542157962509905,0
-1.419,-1.3094695387660233,0.018489312674395287,-1.552958938361026,-2.01942145409624,-1.282971905632912,-1.6170679146796323,-0.9897912378959799,0.1095304612339767,1
-2.513,-2.3322808580629797,0.02629313405933122,-2.1612370602328936,-2.5279703692437,-1.6011355668408296,-2.7250469938975828,-2.0977703171139304,0.1807191419370202,1
-1.582,-1.8040942930718837,0.02369695079996105,-1.9601810707582916,-2.0059616644131526,-1.0687461167670347,-2.0574514809154816,-1.4573359524204745,0.22209429307188366,1
-1.675,-1.459028354309696,0.018366393135591897,-1.4365241856850137,-1.7914063534536062,-0.9319998239175324,-1.9569773382921893,-1.357755105102061,0.21597164569030403,1
-1.3730000000000002,-1.453326809421753,0.01777123464947952,-1.7594816142314744,-2.2009670655716587,-1.34921794703808,-1.856549413453515,-1.2400528102512405,0.08032680942175285,1
-1.234,-1.097430773935526,0.01441690058161748,-1.4935977873039872,-2.2315721156364035,-0.8149134633357178,-1.6032948919099135,-0.9760182151262611,0.13656922606447397,1
-0.13,-0.3551546890014142,0.04197664019841188,-0.8397111789258651,-1.1186201659350283,-0.21078609923895925,-0.5111554217399491,0.10136156171802313,0.22515468900141422,0
-2.099,-2.148119508541129,0.02568232202178046,-2.235892836824206,-2.37372849323775,-1.8763987692833706,-2.4054331818871115,-1.7929161984291393,0.0491195085411289,1
-3.304,-3.0303786255076193,0.10543776275055952,-2.221521895073538,-3.2113333868618112,-1.5798056174239452,-3.549544027283112,-2.9494284987881043,0.27362137449238055,0
-1.543,-0.5993749135534363,0.01405788710377834,-0.8974687150347989,-1.1008170914739952,-0.26432082098036586,-0.8155374256010283,-0.21631519241090003,0.9436250864465636,1
-2.079,-2.1798520405748225,0.10494322700546693,-1.9365175582869665,-2.4058394918483557,-1.2053819438685411,-2.5174148120973214,-1.890138135313669,0.10085204057482233,0
-0.946,-1.3660029985775735,0.02608145279886047,-1.048063822800815,-1.3949089210305943,-0.8445749121461794,-1.650626397725947,-1.05051086923094,0.4200029985775735,1
-0.085,-0.4156560939619802,0.05371751900372723,-0.16655424713535516,-0.6852910887198981,0.07717472985063613,-0.46551952059081736,0.1337027125993109,0.3306560939619802,0
-1.37,-1.3404124444750372,0.02359875329539059,-1.3397573955464193,-1.91904594506012,-0.9802760863929616,-1.7121092272087044,-1.1119936987136974,0.02958755552496295,1
-2.722,-2.072761034904552,0.07616077766995243,-1.448177617191579,-2.6449253272513613,-0.7488854558349399,-2.740866847671538,-2.1407513191765304,0.649238965095448,0
-1.499,-1.3962903575339818,0.0667678719170706,-1.42454547776089,-1.7220075713214467,-0.9861175735901365,-1.774241864045777,-1.1469651872621247,0.10270964246601832,0
-2.132,-1.2646442344189666,0.07517722230145261,-0.726292948255022,-1.6175107490670455,-0.6663195562344284,-1.6319194012292229,-1.0046427244455705,0.8673557655810336,0
-2.797,-2.737765500473857,0.08225460417553954,-2.031033214301617,-2.7388477517686156,-1.1598105795483544,-3.0890732178034646,-2.461796541019812,0.059234499526143125,0
-1.93,-1.1784114392279952,0.040560738327796025,-1.0337211437656926,-1.6239074133863043,-0.5754750475969266,-1.0870805354305917,-0.4598038586469392,0.7515885607720048,0
-3.19,-3.1721811686263695,0.02054536888532863,-2.3051576468252875,-3.507291875843323,-1.375687362653264,-3.4192754953612425,-2.819159966866236,0.017818831373630495,1
-0.957,-0.9762883119678998,0.009784042617294906,-0.9813012221632489,-1.059644748250851,-0.7127236703938836,-1.1987161001841826,-0.5994938669940544,0.01928831196789982,1
-1.534,-1.6409687138265343,0.008190126812207406,-1.6131231773498977,-1.8666851048657263,-1.184932037223114,-1.9945106288136074,-1.3819936453556352,0.10696871382653428,1
0.425,0.6414467270945348,0.0773150550414076,0.1534945537463306,-1.5521337891127733,0.7511436576007204,0.10053653227435078,0.7170331354766252,0.21644672709453477,0
-0.6679999999999999,-0.7555918268874275,0.036516250374743466,-0.7445887613941826,-1.0266647830193434,-0.3632424350576155,-1.0028189033473045,-0.375542226563652,0.08759182688742762,0
-3.343,-3.313929836885012,0.01788102797675494,-2.2058586561288998,-3.4274514067004453,-1.4103509584362632,-3.6000013645304296,-2.999885836035423,0.029070163114988112,1
-3.36,-3.285284358087189,0.026111556564430056,-2.1294348700240198,-3.4734974737344704,-1.4549750464895215,-3.606343501841076,-3.0062279733460686,0.07471564191281077,1
-2.925,-3.5469039543590366,0.04463216327700094,-2.292534398124762,-3.566536875613097,-1.370697928541087,-3.7157533770802518,-3.116531143890124,0.6219039543590368,0
-1.125,-1.4581906380367327,0.03952294311000774,-1.4312564591275696,-1.4631773875016092,-0.9134730548086112,-1.5107447202560371,-0.9115224870659089,0.33319063803673266,0
-1.246,-1.358943253653453,0.0559182843607671,-1.3264610705197555,-1.4884147616156078,-1.0035431020491077,-1.4762439443751572,-0.8637269609171849,0.11294325365345292,0
-3.3160000000000003,-3.1915579898028303,0.04273892767544219,-2.3881898629748908,-3.444602052139807,-1.4727475710108167,-3.5419973074193813,-2.929480323961409,0.12444201019716994,0
-1.324,-1.4564585423666585,0.01423557751522703,-1.2918339087518973,-1.870424825622726,-1.063741578292194,-1.8756673586469237,-1.2755518301519166,0.13245854236665844,1
-2.376,-2.8187946744385255,0.03476358385736636,-2.3137386633132317,-3.33010916872929,-1.62890206806452,-3.231485284207748,-2.6313697557127416,0.4427946744385256,0
