y_true,oof_mu,oof_sigma,oof_mu_p,conf_lower,conf_upper,abs_err,trust_sigma,trust_knn,trust_lev
0.752,0.3368665517956864,0.04121640725467443,0.5363605246435033,0.04389417715348842,0.6298389264378844,0.4151334482043136,0,1,1
0.0,-0.189035383886782,0.013278932101117668,-0.08264329910343182,-0.48371825326557416,0.10564748549201017,0.189035383886782,1,1,1
0.002,0.107356832049851,0.0379277809339162,0.2301854025942487,-0.15867507069174444,0.3733887347914464,0.105356832049851,0,1,1
0.0,-0.07300765352035632,0.019721642653803478,0.22428591053877,-0.38256406381878544,0.2365487567780728,0.07300765352035632,1,1,1
0.108,-0.14849372878190276,0.04035428589409044,0.3551627788794601,-0.4418809097532028,0.1448934521893973,0.25649372878190274,0,1,1
0.0,-0.13002711536411857,0.012595898708221894,-0.16198050740456832,-0.43958352566254766,0.17952929493431055,0.13002711536411857,1,1,1
0.0,-0.10983338731108286,0.016609998026499324,0.014441942621721271,-0.404516256689875,0.18484948206770932,0.10983338731108286,1,1,1
0.016,0.21912081076557496,0.030172580665519803,0.37674010330329466,-0.07556205861321721,0.5138036801443672,0.20312081076557498,1,1,1
0.093,0.2145463866627535,0.026592941937597873,0.26531191025311984,-0.07884079430854657,0.5079335676340535,0.1215463866627535,1,1,1
0.104,-0.053679899497421885,0.042722034060033484,0.09522790914375967,-0.363236309795851,0.25587651080100726,0.1576798994974219,0,1,1
0.021,0.30798635418252196,0.049814421233387134,0.39777763259114507,0.04195445144092652,0.5740182569241175,0.28698635418252194,0,1,1
0.0,-0.04359514111894064,0.04161105980706101,0.22444812535939668,-0.33656751576113864,0.24937723352325736,0.04359514111894064,0,1,1
0.0,0.0345929138801922,0.033534559771267805,0.17629039296974347,-0.2749634964182369,0.3441493241786213,0.0345929138801922,1,1,1
0.075,0.1301788420065179,0.03168114837773096,0.2672496095870156,-0.1645040273722743,0.42486171138531004,0.05517884200651789,1,1,1
0.3939999999999999,0.5614361532818112,0.05855948248047996,0.6615720342940747,0.266753283903019,0.8561190226606034,0.16743615328181127,0,1,1
0.6629999999999999,0.6359088574778048,0.01440119123340114,0.6732549846097889,0.32635244717937567,0.9454652677762339,0.027091142522195133,1,1,1
0.223,-0.074558962240694,0.03484038814318454,0.17019596536701997,-0.36753133688289197,0.218413412401504,0.297558962240694,1,1,1
0.0,-0.0411966133115827,0.03064688171926421,0.21360622656506412,-0.3507530236100118,0.2683597969868464,0.0411966133115827,1,1,1
0.0,-0.15991588043121677,0.039033228230631906,-0.21253368106650683,-0.4528882550734148,0.13305649421098123,0.15991588043121677,0,1,1
0.121,0.2134929666378782,0.0452403207138077,0.184019234924792,-0.09606344366055092,0.5230493769363074,0.0924929666378782,0,0,1
0.081,0.1707288925606537,0.026579330964107622,0.13311423766030678,-0.09530301018094173,0.43676079530224915,0.08972889256065371,1,1,1
0.5710000000000001,0.460783246710632,0.010714858648081641,0.5063324000319516,0.1673960657393319,0.7541704276819321,0.11021675328936809,1,1,1
0.0,-0.05795444250067993,0.019516077728323086,-0.05652051559045779,-0.3526373118794721,0.23672842687811224,0.05795444250067993,1,1,1
0.512,0.5367821003006372,0.03565846523715838,0.5298803598185571,0.24209923092184504,0.8314649696794294,0.02478210030063721,1,1,1
0.1669999999999999,0.21451808149051432,0.03821404490711545,0.282666243657534,-0.08016478788827786,0.5092009508693065,0.047518081490514424,0,0,0
0.491,0.47261156005529603,0.03594435463268588,0.4933323616843386,0.17792869067650385,0.7672944294340882,0.01838843994470396,1,1,1
0.038,0.33229356849747693,0.046595936331038444,0.42667567181755794,0.037610699118684754,0.6269764378762691,0.29429356849747695,0,1,1
0.0,0.013327581156435024,0.0381174688777933,0.013385239443538276,-0.28005959981486506,0.3067147621277351,0.013327581156435024,0,1,1
0.518,0.5547889875692361,0.02190053298845157,0.6237272382344068,0.26140180659793605,0.8481761685405362,0.0367889875692361,1,1,1
0.625,0.5253578266522876,0.03728561017274514,0.5385391490289944,0.21580141635385847,0.8349142369507168,0.09964217334771241,0,1,1
0.037,0.10811309052719298,0.07302791837156918,0.18872487361061266,-0.18485928411500502,0.401085465169391,0.07111309052719297,0,1,1
0.602,0.5569042614246358,0.01529852269746182,0.595152086574049,0.24734785112620666,0.866460671723065,0.0450957385753642,1,1,1
0.444,0.5209055015731702,0.06334642472902695,0.6256886931530818,0.226222632194378,0.8155883709519623,0.07690550157317017,0,1,1
0.273,0.5729372882427766,0.014038694240122858,0.24407872191791352,0.26338087794434745,0.8824936985412057,0.29993728824277655,1,1,1
0.0,-0.01363489235146164,0.019828041485472615,0.01176703100905696,-0.30660726699365964,0.27933748229073635,0.01363489235146164,1,0,1
0.015,0.06897432163444553,0.027848944367138383,0.0908630451552686,-0.22441285933685454,0.3623615026057456,0.05397432163444553,1,1,1
0.114,0.5171412598601114,0.029887291837408556,0.4907344353816958,0.25110935711851595,0.7831731626017069,0.4031412598601114,1,1,1
0.0,-0.22509266763453367,0.04523963493816725,-0.14494416383042708,-0.5346490779329628,0.08446374266389545,0.22509266763453367,0,1,1
0.395,0.48448902220040113,0.03652203338895722,0.4777522980484954,0.19151664755820313,0.7774613968425992,0.08948902220040111,1,1,1
0.033,0.35175599749066144,0.027210368350667986,0.4340037876527769,0.057073128111869265,0.6464388668694536,0.3187559974906614,1,1,1
0.1009999999999999,0.27020450975919996,0.05184630907656258,0.36757495057490885,-0.024478359619592216,0.5648873791379921,0.16920450975920007,0,1,1
0.78,0.43120391150173343,0.06889043365488312,0.5711389948161496,0.165172008760138,0.6972358142433288,0.3487960884982666,0,1,1
0.159,0.24160532144213548,0.038102436170965925,0.22643208998829245,-0.05136705320006252,0.5345776960843335,0.08260532144213548,0,1,1
0.009,0.17079723507314076,0.028894071681101186,0.35896013097109536,-0.1225899458981593,0.46418441604444083,0.16179723507314075,1,1,1
0.069,-0.09515188732909041,0.028981622974937008,-0.06412805662556868,-0.3881242619712884,0.19782048731310758,0.16415188732909042,1,1,1
0.5579999999999999,0.36694837575023515,0.042102696818295066,0.4561333727074597,0.07356119477893508,0.6603355567215352,0.1910516242497648,0,1,1
0.622,0.724245642559644,0.020728641995615516,0.7050341510873919,0.4295627731808518,1.0189285119384361,0.10224564255964397,1,1,1
0.0,-0.12280035082690718,0.02129629836725777,-0.14772889439777454,-0.4323567611253363,0.18675605947152193,0.12280035082690718,1,1,1
0.0,-0.04367952440617834,0.049817293775258786,0.26651376544056005,-0.3097114271477738,0.2223523783354171,0.04367952440617834,0,1,1
0.0,-0.08420894823474878,0.028079791264417234,0.19528963031865626,-0.3771813228769468,0.20876342640744922,0.08420894823474878,1,1,1
0.635,0.48799544360616065,0.05501611785814614,0.5077325738441001,0.2219635408645652,0.754027346347756,0.14700455639383936,0,0,1
0.0,0.01997673179189305,0.024424552378094863,-0.016890709984245078,-0.2895796785065361,0.32953314209032214,0.01997673179189305,1,1,1
0.268,0.34669284761654173,0.023959074828189236,0.29520363048104586,0.0806609448749463,0.6127247503581372,0.07869284761654172,1,0,1
0.001,0.21935277405687956,0.039576903314538135,0.2646724797951986,-0.07361960058531844,0.5123251486990775,0.21835277405687956,0,1,1
0.099,0.45126096848878416,0.045082902546142854,0.2747590953347656,0.14170455819035505,0.7608173787872132,0.3522609684887842,0,1,1
0.033,-0.036959824983270634,0.025525667460606017,-0.10086966725197577,-0.3465162352816997,0.2725965853151585,0.06995982498327064,1,1,1
0.069,-0.0704521678725397,0.02613204338129307,-0.025976750203652865,-0.38000857817096884,0.2391042424258894,0.13945216787253972,1,1,1
0.283,0.3748516749096873,0.0699036217629339,0.39486208699348513,0.08016880553089512,0.6695345442884795,0.09185167490968732,0,1,1
0.5760000000000001,0.344928914129471,0.02999946516397552,0.34867315307317565,0.051541733158170955,0.6383160951007711,0.23107108587052905,1,1,1
0.235,0.2150819594945772,0.029627319803320045,0.3230504046632417,-0.0778904151476208,0.5080543341367751,0.019918040505422785,1,1,1
0.293,0.15737099158053042,0.02728924551145943,0.2742884444692666,-0.13731187779826176,0.4520538609593226,0.13562900841946957,1,1,1
0.539,0.20790592811610423,0.02278585928202797,0.2976928345424212,-0.08506644652609377,0.5008783027583023,0.33109407188389584,1,1,1
1.074,0.946007438363524,0.0321531503607478,0.8550641762559112,0.653035063721326,1.238979813005722,0.1279925616364761,1,0,0
0.3879999999999999,0.28450158555186533,0.11281313620358313,0.17025126176939698,0.018469682810269894,0.5505334882934607,0.10349841444813457,0,1,1
0.6829999999999999,0.5940501414362194,0.02242743731726494,0.589632639257752,0.3006629604649193,0.8874373224075194,0.08894985856378057,1,0,1
0.064,0.05800632109673151,0.03300665275970892,0.2631482178357474,-0.25155008920169764,0.3675627313951606,0.00599367890326849,1,1,1
0.435,0.9377866649922126,0.0666415861508935,0.9096075237693135,0.6282302546937835,1.2473430752906418,0.5027866649922126,0,1,1
0.7809999999999999,0.7308649807284676,0.026082411679176576,0.5574372501759459,0.43618211134967544,1.0255478501072597,0.0501350192715323,1,1,1
0.28,0.4253384422840203,0.03570425468045242,0.6394456097549075,0.13195126131272022,0.7187256232553203,0.14533844228402026,1,1,1
0.15,0.28005814159055076,0.03746523079753909,0.17440109930887737,-0.01462472778824142,0.5747410109693429,0.13005814159055076,0,1,1
1.287,1.4536394451113872,0.07171549551052464,0.9603843134176662,1.1606670704691893,1.7466118197535851,0.16663944511138729,0,1,1
0.23,0.291252790574464,0.04482999950776463,0.329448056822068,-0.00213439039683605,0.5846399715457641,0.061252790574464006,0,1,1
0.7040000000000001,0.6428894042330098,0.021113294395183457,0.5793118839433644,0.3495022232617097,0.9362765852043098,0.061110595766990294,1,1,1
0.675,0.6274303269709558,0.024334494961716007,0.5459452568394308,0.33404314599965573,0.9208175079422558,0.047569673029044246,1,1,1
0.347,0.2297909435365037,0.033360041212648434,0.6211124141597866,-0.0631814311056943,0.5227633181787017,0.11720905646349628,1,1,1
0.236,0.18535080086226888,0.052532686196246126,0.18064984404473217,-0.1093320685165233,0.48003367024106103,0.05064919913773111,0,1,1
0.728,0.6512301279464731,0.02309754209885453,0.639286404782604,0.34167371764804394,0.9607865382449021,0.07676987205352692,1,1,1
0.186,0.3327038643610324,0.03537287967209597,0.22438976098491176,0.03931668338973232,0.6260910453323325,0.1467038643610324,1,1,1
0.17,0.14450428204607718,0.06665737008510848,0.32103340442020145,-0.14846809259612082,0.4374766566882752,0.02549571795392283,0,1,1
0.703,0.20859829196017374,0.022569738621606238,0.309139559438683,-0.10095811833825538,0.5181547022586028,0.4944017080398262,1,1,1
0.688,0.6568165277813257,0.015960139129044,0.6365126071845952,0.39078462503973027,0.9228484305229212,0.031183472218674235,1,1,1
0.643,0.5365695309612055,0.059196851000827964,0.43691977212019095,0.2270131206627764,0.8461259412596347,0.1064304690387945,0,1,1
0.154,0.1418621809770821,0.037100468835064467,0.2796380177723301,-0.16769422932134703,0.4514185912755112,0.012137819022917912,0,0,1
1.761,1.4037605760674632,0.0710446688583826,0.8691742040333517,1.109077706688671,1.6984434454462554,0.3572394239325367,0,1,1
0.261,0.4786033986720583,0.011791711082397805,0.6764704781782506,0.21257149593046287,0.7446353014136537,0.2176033986720583,1,1,1
0.926,1.126955835336683,0.06450015039193785,0.9284320449019638,0.8173994250382539,1.4365122456351123,0.20095583533668304,0,0,1
0.565,0.6045749223687188,0.017520141765352864,0.543159304057051,0.2950185120702897,0.9141313326671479,0.039574922368718846,1,1,1
0.6940000000000001,0.5156942006651162,0.040233700470018556,0.6021900247557224,0.221011331286324,0.8103770700439084,0.17830579933488389,0,1,1
0.151,0.12358518427749893,0.05835483601362599,0.26050672068661246,-0.16938719036469907,0.4165575589196969,0.027414815722501068,0,1,1
0.182,-0.008064003240827122,0.023783622896535416,0.21860253667878193,-0.3010363778830251,0.2849083714013709,0.19006400324082712,1,0,1
1.3730000000000002,1.4745364973503665,0.03390782028921184,1.0719829548109687,1.1811493163790665,1.7679236783216665,0.1015364973503663,1,1,1
0.043,0.05577386937487089,0.054064886663467704,0.25806762374137904,-0.2389090000039213,0.35045673875366307,0.012773869374870891,0,1,1
0.8270000000000001,0.5280557637765745,0.034813792051260325,0.6493235331278662,0.21849935347814536,0.8376121740750035,0.2989442362234256,1,1,1
0.2319999999999999,0.3220516018209911,0.02814393223673799,0.2682973144695928,0.027368732442198895,0.6167344711997833,0.09005160182099117,1,1,1
0.086,0.23646235375210017,0.052011894628220506,0.3729515354533919,-0.05651002089009782,0.5294347283942982,0.15046235375210018,0,1,1
0.18,-0.07179648986990278,0.022197159569556226,0.22618593813633647,-0.3813529001683319,0.23775992042852634,0.2517964898699028,1,0,1
0.0,0.09851749452291353,0.0656013720417,0.3526940088483812,-0.19616537485587865,0.3932003639017057,0.09851749452291353,0,1,1
0.106,0.2102360640591135,0.05221630988530378,0.11176220926347523,-0.0827363105830845,0.5032084387013115,0.1042360640591135,0,1,1
0.115,0.2839842068084482,0.0466543894825302,0.2805095842960212,-0.008988167833749783,0.5769565814506462,0.16898420680844822,0,1,1
0.757,0.39628751604901613,0.030190550673755076,0.5726148720375573,0.10331514140681813,0.6892598906912142,0.3607124839509839,1,1,1
0.276,0.5792151275678525,0.022287087226428026,0.7166106934786416,0.3131832248262571,0.8452470303094479,0.3032151275678525,1,1,1
0.162,0.3656072359236053,0.011901026724050365,0.3722921274031159,0.07222005495230521,0.6589944168949053,0.20360723592360527,1,0,1
0.046,0.24412132528848612,0.04828737630727845,0.33042380311835573,-0.021910577453109314,0.5101532280300816,0.19812132528848614,0,1,1
1.699,1.4492760394849662,0.06075865950501739,0.8490929902241742,1.1832441367433708,1.7153079422265616,0.24972396051503387,0,1,1
0.301,0.370830340255578,0.059300754334477006,0.28783510521694644,0.07744315928427792,0.664217521226878,0.069830340255578,0,1,1
0.188,0.31320174981130716,0.027900221753806406,0.2461031330422334,0.04716984706971172,0.5792336525529026,0.12520174981130716,1,1,1
0.1119999999999999,0.05204417594583938,0.028534518642127298,0.19695538492503273,-0.25751223435258974,0.3616005862442685,0.05995582405416053,1,0,1
0.109,0.04161808391663763,0.012199622203090843,0.23398110091024416,-0.25135429072556037,0.3345904585588356,0.06738191608336237,1,1,1
0.235,0.25789340147258977,0.03214063753474563,0.32890699280033153,-0.05166300882583935,0.5674498117710189,0.02289340147258978,1,1,1
0.32,0.5414711178052383,0.04343429593593174,0.4737820372853386,0.2480839368339382,0.8348582987765383,0.22147111780523826,0,1,1
0.743,0.5086193516613733,0.021164420462139767,0.6270540791616734,0.2156469770191753,0.8015917263035712,0.2343806483386267,1,1,1
0.152,0.34070313739173297,0.033754371013655644,0.28030747885264984,0.07467123465013753,0.6067350401333285,0.18870313739173297,1,1,1
0.354,0.5653844207718272,0.011182414799514574,0.5217001356100925,0.2993525180302317,0.8314163235134227,0.21138442077182718,1,1,1
0.018,0.05004565149598464,0.04441770985052595,0.2377081664542492,-0.2159862512456108,0.3160775542375801,0.03204565149598464,0,0,1
0.716,0.6868731561091378,0.05615794031037532,0.6076164658725116,0.39348597513783773,0.9802603370804379,0.029126843890862175,0,1,1
0.172,0.26556875832283355,0.053486421649918285,0.2849987893266021,-0.00046314441876188495,0.531600661064429,0.09356875832283357,0,1,1
0.14,0.21664489251511296,0.04413681495902159,0.4280245406406183,-0.04938701022648248,0.48267679525670837,0.07664489251511294,0,1,1
0.585,0.5783302169721917,0.03849681948021777,0.44413448898048813,0.28535784232999367,0.8713025916143897,0.006669783027808296,0,1,1
0.1369999999999999,-0.000180915837442841,0.03163951633449576,0.14827676670446258,-0.30973732613587196,0.3093754944609863,0.13718091583744274,1,1,1
0.6940000000000001,0.3067849537062587,0.04234951067807174,0.2496556299390864,0.04075305096466325,0.5728168564478542,0.38721504629374137,0,1,1
0.66,0.6162828697736072,0.02624175327647578,0.5643338703756524,0.3067264594751781,0.9258392800720363,0.043717130226392786,1,1,1
0.0,0.14560172912052438,0.029128245773820782,0.39522641522576635,-0.16395468117790474,0.4551581394189535,0.14560172912052438,1,0,1
0.125,-0.0038723348150273285,0.03357103998286301,0.18170977481523282,-0.29855520419381953,0.2908105345637648,0.12887233481502733,1,1,1
0.281,0.24469325640058268,0.03799865234459156,0.30037428535778604,-0.021338646341012762,0.5107251591421781,0.03630674359941735,0,0,1
0.643,0.618428308032989,0.03496519632384585,0.640031364550038,0.325455933390791,0.911400682675187,0.024571691967011033,1,1,1
0.281,0.5657840746613749,0.09239399915677798,0.5665989696838721,0.2562276643629458,0.8753404849598041,0.2847840746613749,0,1,1
0.642,0.451443361364567,0.04862956166776677,0.36329267965778944,0.1580561803932669,0.744830542335867,0.19055663863543304,0,1,1
0.187,0.10712733331520741,0.02609861655987792,0.2727795321483182,-0.18625984765609266,0.4005145142865075,0.07987266668479259,1,1,1
0.228,0.2367890484818057,0.11341854714342929,0.6171551407327711,-0.05789382089698647,0.5314719178605979,0.0087890484818057,0,1,1
0.203,1.0659854183007142,0.08461757651685964,0.9558245761878373,0.7999535155591189,1.3320173210423096,0.8629854183007142,0,1,1
1.186,0.9171462331139953,0.021189668766035414,0.9445710583420455,0.6075898228155663,1.2267026434124244,0.2688537668860046,1,1,1
1.409,0.9141377747064228,0.06188008835473662,1.1540433894764082,0.6194549053276306,1.208820644085215,0.49486222529357726,0,1,1
1.6880000000000002,1.2867530016712483,0.10672774994111027,1.426941983381507,1.020721098929653,1.5527849044128437,0.4012469983287519,0,1,1
1.6130000000000002,1.3298294473014105,0.05001596056932959,1.2443221992162734,1.0351465779226183,1.6245123166802027,0.2831705526985897,0,1,1
0.217,0.6782138408144285,0.05243934953752178,1.3627849613338716,0.3835309714356363,0.9728967101932207,0.4612138408144285,0,1,1
1.332,1.279126292597399,0.06629275774279565,1.2594855669157814,0.9695698822989698,1.5886827028958281,0.05287370740260111,0,1,1
0.257,0.9609991493566309,0.07916548875269708,1.2202804509940877,0.6514427390582018,1.27055555965506,0.7039991493566309,0,1,1
0.165,0.17994675673293514,0.09611320547619874,0.9249069179665368,-0.12960965356549398,0.48950316703136426,0.014946756732935135,0,1,1
0.1969999999999999,1.128065476840435,0.08641996494131479,1.1725123861210327,0.8185090665420058,1.4376218871388642,0.9310654768404352,0,1,1
0.289,0.12713134048992736,0.07503608704507941,0.448007770174053,-0.16755152888886482,0.42181420986871954,0.16186865951007262,0,1,1
1.3019999999999998,1.2306909967076873,0.027218076329789457,1.171310280698688,0.964659093966092,1.4967228994492827,0.07130900329231249,1,1,1
1.339,1.2068605034657356,0.04810895995006043,1.1262889654232453,0.9134733224944356,1.5002476844370356,0.13213949653426438,0,1,1
2.668,2.526940101507272,0.08532569339202355,2.2772029021444746,2.233967726865074,2.81991247614947,0.14105989849272804,0,1,1
1.286,1.3134992574348867,0.054871869716216035,1.3731185913279371,1.0039428471364575,1.6230556677333159,0.02749925743488668,0,1,1
0.244,0.3958486303665525,0.05173391565634101,1.0183703803829047,0.10116576098776031,0.6905314997453447,0.1518486303665525,0,1,1
0.242,0.4773385245295003,0.03625841895405241,1.0776668709345065,0.18265565515070814,0.7720213939082925,0.23533852452950033,1,1,1
0.18,-0.22399193572195186,0.0648060850431676,0.876151258160604,-0.4900238384635473,0.042039967019643576,0.40399193572195186,0,1,1
1.332,1.09036521251606,0.034839666279628645,1.0892807419174693,0.8243333097744645,1.3563971152576553,0.24163478748394018,1,1,1
1.4369999999999998,1.2857085878573296,0.06742295155272365,1.153106019922348,0.9923214068860295,1.5790957688286296,0.15129141214267028,0,1,1
0.253,0.3126025571828933,0.0731251550141564,0.814872185180832,0.01921537621159325,0.6059897381541934,0.05960255718289331,0,1,1
1.168,0.9511301105087792,0.01669655248273287,0.9181285141898531,0.656447241129987,1.2458129798875714,0.21686988949122077,1,1,1
1.031,0.7012106377080702,0.06849203167047994,0.8113269162371499,0.40652776832927806,0.9958935070868624,0.3297893622919297,0,1,1
0.238,0.43062576942607456,0.01197974267048411,0.9898606286645997,0.12106935912764544,0.7401821797245036,0.19262576942607457,1,1,1
0.201,1.0624834421449842,0.09847076975537501,1.1431907701864943,0.7678005727661921,1.3571663115237764,0.8614834421449842,0,1,1
1.482,1.4272851918738656,0.020956780553210947,1.275707968921881,1.1343128172316677,1.7202575665160635,0.054714808126134384,1,1,1
0.285,1.218008183383788,0.08728033530713666,1.6891475516711392,0.9233253140049957,1.51269105276258,0.933008183383788,0,1,1
0.226,0.1562341790227456,0.08459633025945047,0.4091839216771569,-0.13673819561945239,0.4492065536649436,0.0697658209772544,0,1,1
1.686,0.9844170035628658,0.13834497860316716,1.1829554125280595,0.6897341341840736,1.279099872941658,0.7015829964371342,0,1,1
0.225,0.634326877808919,0.07627392743802613,1.03301587977757,0.340939696837619,0.9277140587802191,0.4093268778089191,0,1,1
1.6909999999999998,1.210742298383446,0.09473954471787159,1.4231611122321475,0.917769923741248,1.5037146730256439,0.4802577016165539,0,1,1
1.2819999999999998,0.9291708226729023,0.07208747542603042,1.217191383851453,0.6361984480307044,1.2221431973151002,0.3528291773270975,0,1,1
1.028,0.8355987238084603,0.03117026600735201,0.743696551645144,0.5260423135100312,1.1451551341068895,0.19240127619153968,1,1,1
0.321,0.8648278897010315,0.1516959844924952,1.0257311581972663,0.5714407087297315,1.1582150706723315,0.5438278897010316,0,1,1
0.882,0.7452278106865692,0.06996174906169252,0.7005515474837447,0.43567140038814006,1.0547842209849982,0.13677218931343083,0,1,1
0.28,0.2758942792524053,0.025135887740475548,0.655492348819648,-0.017078095389792713,0.5688666538946032,0.004105720747594743,1,1,1
1.308,1.3511520754631048,0.04481318336819227,1.2135056158234954,1.0415956651646756,1.660708485761534,0.04315207546310473,0,1,1
0.268,0.35565129909312954,0.05021051187934223,0.8762601871875084,0.06267892445093154,0.6486236737353275,0.08765129909312952,0,1,1
1.298,1.1784207188468434,0.04722224215089113,1.185606254898003,0.8837378494680512,1.4731035882256356,0.11957928115315664,0,1,1
0.768,0.49260787111217164,0.09382294814134853,0.8601923517924104,0.19792500173337946,0.7872907404909638,0.2753921288878284,0,1,1
0.291,0.5044797970605288,0.09301874225624286,0.9590140685847623,0.21150742241833081,0.7974521717027268,0.21347979706052883,0,1,1
1.454,1.3039977849759354,0.08599408116840278,1.1704919375715297,0.9944413746775063,1.6135541952743646,0.15000221502406452,0,1,1
0.2739999999999999,0.358613357202363,0.0750418240907308,0.6914369173141539,0.0639304878235708,0.6532962265811552,0.08461335720236307,0,1,1
0.286,0.20618441252276698,0.035903231205828265,0.6238879213414155,-0.0884984568560252,0.5008672819015592,0.079815587477233,1,1,1
1.564,1.4455609822067947,0.05759196201359852,1.3342047691078842,1.1521738012354947,1.7389481631780948,0.11843901779320531,0,1,1
0.216,0.47552239950572206,0.05531884547063796,0.8180335902341724,0.18255002486352406,0.76849477414792,0.2595223995057221,0,1,1
2.952,1.836338692365334,0.04175735501819486,2.0713475176620166,1.5703067896237386,2.1023705951069296,1.115661307634666,0,1,1
1.157,1.0286583951724324,0.023819459721132176,0.9669001415133165,0.762626492430837,1.2946902979140278,0.12834160482756762,1,1,1
1.433,1.280169687876961,0.06991492787179221,1.140403912998069,0.9706132775785319,1.5897260981753902,0.152830312123039,0,1,1
1.331,1.128123379992411,0.045472377397251754,0.9623048982016209,0.8185669696939819,1.4376797902908403,0.20287662000758888,0,1,1
1.3119999999999998,0.5676448756612693,0.03338351412489764,0.8899966042245089,0.27296200628247713,0.8623277450400615,0.7443551243387305,1,1,1
1.669,0.8308712545986848,0.13837547730504537,1.2540114252953156,0.5378988799564868,1.1238436292408829,0.8381287454013152,0,1,1
1.033,0.7111264646305957,0.08340801776064383,0.806990594160542,0.4015700543321666,1.0206828749290249,0.3218735353694042,0,1,1
0.27,0.3442633289275638,0.045933695008064566,0.7623456553419343,0.034706918629134664,0.6538197392259929,0.07426332892756377,0,1,1
1.317,0.8174716097186554,0.09414486240468954,1.0930333116098327,0.55143970697706,1.0835035124602508,0.49952839028134455,0,1,1
0.1939999999999999,0.4202581772421765,0.04076146265571975,1.0015171304195716,0.12728580259997851,0.7132305518843745,0.22625817724217662,0,1,1
0.753,0.8020295815648515,0.025287736244067143,0.6590242037490504,0.49247317126642237,1.1115859918632807,0.04902958156485149,1,1,1
0.251,0.2546553458807739,0.0717612852838984,0.847849527510795,-0.011376556860821563,0.5206872486223693,0.003655345880773875,0,1,1
1.178,1.0254489923725594,0.07259322946993861,1.0026020524760515,0.759417089630964,1.2914808951141548,0.15255100762744056,0,1,1
1.416,1.0169890377192896,0.07317976463512266,1.1983270017864456,0.7509571349776942,1.283020940460885,0.3990109622807103,0,1,1
1.466,0.6633510523676609,0.10706175239304705,0.7372150342493997,0.3537946420692318,0.9729074626660901,0.8026489476323391,0,1,1
1.032,0.8441437874228088,0.06974500117747735,0.9338208417504275,0.5507566064515088,1.1375309683941088,0.1878562125771912,0,1,1
0.19,0.7278708776492295,0.06314281643623586,0.9582358823982684,0.4183144673508004,1.0374272879476587,0.5378708776492296,0,1,1
0.237,0.6324717472905114,0.06822918333328454,1.0890002626161002,0.3664398445489159,0.8985036500321069,0.3954717472905114,0,1,1
0.452,0.41190419271265516,0.10766623249447865,0.76594765598003,0.11722132333386298,0.7065870620914474,0.04009580728734485,0,0,1
0.149,0.5782220954681323,0.0512921503465214,0.7568409046094531,0.2852497208259343,0.8711944701103302,0.4292220954681323,0,1,1
0.951,0.9176014106066062,0.033453445806658794,0.8272962075928194,0.6242142296353062,1.2109885915779062,0.033398589393393796,1,1,1
0.236,0.7275676111350058,0.05037542843742985,1.0348799268481992,0.41801120083657667,1.037124021433435,0.4915676111350058,0,1,1
0.124,0.09634841285607476,0.15104431656158868,0.9142228960852377,-0.19662396178612324,0.38932078749827276,0.027651587143925238,0,1,1
1.614,1.4429020751000456,0.015268655058202175,1.3759858546061055,1.1495148941287456,1.7362892560713457,0.17109792489995446,1,1,1
