y_true,oof_mu,oof_sigma,oof_mu_p,conf_lower,conf_upper,abs_err,trust_sigma
-3.748,-3.8308247741253836,0.013389484094374994,-2.533154059913703,-4.182652228616542,-3.478997319634226,0.08282477412538336,1
-3.04,-3.2668861720413145,0.0643729457921199,-2.5599651575083247,-3.5957585254034847,-2.9380138186791442,0.22688617204131445,0
-2.7310000000000003,-2.8103099873305424,0.06799172650761613,-2.2265308685455487,-3.1621374418217,-2.4584825328393847,0.07930998733054206,0
-2.914,-2.946327147378866,0.04806762354858961,-1.9871437558166698,-3.2768852842770007,-2.6157690104807316,0.032327147378865995,1
-3.67,-3.309351869041004,0.03593254797413041,-2.585112014349085,-3.6399100059391385,-2.9787937321428695,0.36064813095899595,1
-2.547,-2.5391437641762793,0.047253204045680314,-2.1786120032135146,-2.8680161175384495,-2.210271410814109,0.007856235823720858,1
-3.414,-3.7048351415714236,0.05351141011942328,-2.5040708923993273,-4.056662596062582,-3.353007687080266,0.29083514157142343,0
-1.951,-2.0052872954603096,0.03984853650614785,-2.0782928404609287,-2.311542796630656,-1.6990317942899633,0.054287295460309526,1
-3.731,-3.7682460970851426,0.020740422482031274,-2.5579806633792526,-4.103821194413241,-3.432670999757044,0.037246097085142704,1
-2.748,-2.452296323001018,0.06633211669198473,-2.083220726665961,-2.8041237774921757,-2.1004688685098603,0.29570367699898226,0
-2.194,-2.1167670604947206,0.05393574121945106,-2.1860843729081756,-2.447325197392855,-1.7862089235965861,0.07723293950527932,0
-1.973,-1.943116522197732,0.07642838982360524,-2.69217680253589,-2.2736746590958665,-1.6125583852995975,0.029883477802268077,0
-2.983,-2.933414738128278,0.033824691776854265,-2.4980247105581173,-3.2852421926194357,-2.5815872836371203,0.049585261871722075,1
-2.248,-2.734822909078211,0.05350050735622714,-2.6397695154274388,-3.070398006406309,-2.3992478117501124,0.4868229090782106,0
-3.793,-3.8639954201589886,0.06245081557417325,-2.5409442192687974,-4.215822874650146,-3.512167965667831,0.07099542015898841,0
-2.918,-3.0578794435618457,0.07209465091157434,-2.518570063438558,-3.393454540889944,-2.7223043462337473,0.13987944356184556,0
-2.638,-2.5923651608457954,0.025976542234605757,-2.3249806301310922,-2.944192615336953,-2.2405377063546377,0.04563483915420452,1
-2.955,-3.0772545143702157,0.040872757227880196,-3.0117882701992618,-3.383510015540562,-2.7709990131998694,0.12225451437021562,1
-3.029,-3.044645393283265,0.04443313792758248,-2.5599651575083247,-3.3735177466454354,-2.715773039921095,0.015645393283265197,1
-2.365,-2.434208056833344,0.04590663136958257,-2.1030501055826267,-2.7647661937314787,-2.1036499199352097,0.06920805683334397,1
-3.018,-2.9768516323382035,0.028714501215193897,-2.585112014349085,-3.307409769236338,-2.646293495440069,0.0411483676617963,1
-2.146,-2.122506934356834,0.08091007831724849,-2.2686813780916912,-2.4530650712549686,-1.7919487974586996,0.023493065643165778,0
-2.693,-2.714234448251942,0.023146468490657303,-2.585112014349085,-3.0447925851500766,-2.3836763113538075,0.021234448251941984,1
-2.369,-2.061633942090351,0.05226527245679065,-1.9479269898335996,-2.3921920789884856,-1.7310758051922166,0.3073660579096491,0
-2.171,-2.178569023817527,0.03255733432407843,-2.0431368798939076,-2.5074413771796973,-1.8496966704553568,0.007569023817527221,1
-3.111,-2.908601708941883,0.057371761797504875,-2.5599651575083247,-3.237474062304053,-2.5797293555797127,0.20239829105811724,0
-2.9530000000000003,-3.0033663801145507,0.03448219223639704,-2.50796358194171,-3.3551938346057084,-2.651538925623393,0.05036638011455041,1
-2.101,-2.015349808351834,0.05189827552685011,-2.126300430202938,-2.3509249056799324,-1.6797747110237355,0.08565019164816601,0
-3.005,-2.938808560497028,0.055900765977509835,-2.5358126681467414,-3.290636014988186,-2.5869811060058705,0.06619143950297168,0
-1.914,-1.926898908505999,0.04655493360957956,-2.69217680253589,-2.2574570454041334,-1.5963407716078646,0.012898908505999174,1
-2.286,-2.1556347257109127,0.09155137558703265,-2.2082311330964153,-2.5074621802020705,-1.803807271219755,0.13036527428908729,0
-2.334,-2.265871447338524,0.035690999783037636,-2.178058040567314,-2.6014465446666226,-1.9302963500104258,0.06812855266147588,1
-2.345,-2.3231184324783802,0.03957931548181863,-2.2388044203068937,-2.6519907858405505,-1.99424607911621,0.02188156752161996,1
-2.465,-2.154491381300278,0.06681585466942186,-2.5815698766356756,-2.4607468824706245,-1.848235880129932,0.3105086186997217,0
-3.762,-3.8384309187008205,0.06550018522012148,-2.574958892748147,-4.190258373191979,-3.486603464209663,0.07643091870082053,0
-2.778,-2.797615617053152,0.03571268680060772,-1.8882843073201745,-3.1331907143812505,-2.4620405197250537,0.019615617053152068,1
-3.608,-3.1138320040867553,0.03385540587696892,-2.585112014349085,-3.44439014098489,-2.783273867188621,0.4941679959132448,1
-2.582,-2.4036454748150904,0.017562187556750337,-1.9479269898335996,-2.734203611713225,-2.073087337916956,0.17835452518490946,1
-2.247,-2.3872417483777224,0.04190417773349718,-2.1409319392326385,-2.6934972495480687,-2.080986247207376,0.14024174837772252,1
-2.945,-2.8965969143087067,0.022904656687211224,-2.531418965584594,-3.232172011636805,-2.5610218169806083,0.048403085691293146,1
-3.5610000000000004,-3.3303466272661066,0.026448366884310397,-2.5599651575083247,-3.659218980628277,-3.0014742739039364,0.23065337273389375,1
-2.487,-2.6408773263280327,0.04999956890447977,-2.286832227988569,-2.976452423656131,-2.3053022289999343,0.15387732632803264,0
-1.817,-1.8791515404213113,0.05743135036009172,-1.9575394415559229,-2.2080238937834817,-1.550279187059141,0.062151540421311324,0
-3.113,-2.8692126120023627,0.07008956974263804,-2.585112014349085,-3.199770748900497,-2.538654475104228,0.24378738799763733,0
-3.443,-3.57361572353977,0.04415321199957673,-2.544523822782244,-3.925443178030928,-3.2217882690486124,0.13061572353977002,1
-2.27,-2.596465967789877,0.014790450732088962,-2.2904742322861615,-2.902721468960223,-2.2902104666195306,0.3264659677898769,1
-3.772,-3.786349250749538,0.027044094231198124,-2.559697003978026,-4.121924348077636,-3.4507741534214396,0.01434925074953819,1
-2.874,-3.0741190676032932,0.07262532162256628,-2.725339813573361,-3.3803745687736395,-2.767863566432947,0.20011906760329312,0
-3.221,-3.252986338189693,0.003433993010389148,-2.4856686599236477,-3.604813792680851,-2.9011588836985354,0.03198633818969299,1
-2.501,-2.663044757065983,0.08601914088643714,-2.722357808886726,-2.9693002582363293,-2.3567892558956367,0.1620447570659831,0
-3.693,-3.3594772564104147,0.06450020236347101,-2.5536316239673384,-3.695052353738513,-3.0239021590823163,0.33352274358958534,0
-3.094,-2.6008634584059713,0.03427634890140272,-2.5390411274017186,-2.952690912897129,-2.2490360039148136,0.49313654159402853,1
-2.416,-2.435931189785345,0.028713851527118965,-2.1262287701279066,-2.7877586442765026,-2.084103735294187,0.019931189785344916,1
-3.365,-3.5075661943841756,0.03607286295318384,-2.5005556601442844,-3.8593936488753333,-3.155738739893018,0.1425661943841754,1
-1.6740000000000002,-1.765863120825549,0.041709146431006094,-1.617402668577605,-2.0964212577236836,-1.4353049839274146,0.09186312082554893,1
0.351,-0.07026122988568917,0.024175192134141484,-0.6979627115710583,-0.3991335832478594,0.2586111234764811,0.42126122988568915,1
-1.51,-1.6753159672057834,0.0435006938366818,-0.8483329656846971,-2.010891064533882,-1.339740869877685,0.16531596720578334,1
-0.815,-0.9917297757677528,0.042655027557233785,-1.0861786071874633,-1.3222879126658873,-0.6611716388696183,0.17672977576775284,1
0.286,-0.22794053241980683,0.07620253057448223,-0.7836392059009651,-0.5635156297479053,0.1076345649082916,0.5139405324198068,0
-0.35,-0.5394960635229137,0.02675606899389038,-0.6912167693631298,-0.8750711608510121,-0.20392096619481526,0.1894960635229137,1
-0.989,-1.0578151132949634,0.05052390515275592,-1.707878590232928,-1.3640706144653096,-0.7515596121246171,0.06881511329496337,0
-0.616,-0.5720501071460087,0.05378638974396396,-1.8966110414109507,-0.9009224605081789,-0.24317775378383844,0.04394989285399131,0
-0.8170000000000001,-0.5696738702306131,0.0749174440777198,-0.39009719896430795,-0.9215013247217708,-0.2178464157394554,0.24732612976938695,0
-0.975,-0.6390153006823474,0.10115932122456339,-1.7512827300558995,-0.9908427551735051,-0.28718784619118964,0.3359846993176526,0
0.174,-0.1891717648647644,0.04877341803441614,-0.8215631240291429,-0.5197299017628989,0.14138637203337012,0.3631717648647644,1
-1.597,-1.612090051887959,0.06666375850392955,-1.7561197198855099,-1.9409624052501293,-1.2832176985257888,0.015090051887959088,0
-1.236,-1.4259931766242342,0.040008836221211055,-1.4068663569853193,-1.7565513135223687,-1.0954350397260997,0.1899931766242342,1
0.539,0.7772967601964351,0.06125008326036816,-1.6185498967489813,0.4417216628683367,1.1128718575245335,0.2382967601964351,0
-0.2239999999999999,-0.24693934215685204,0.02895822246254803,-0.5397426906928509,-0.5758116955190222,0.0819330112053182,0.022939342156852144,1
-1.334,-1.4306498400700511,0.050165467513737995,-1.5840034297419043,-1.7595221934322214,-1.101777486707881,0.09664984007005106,0
-1.386,-1.469973771225324,0.03551226779541733,-1.5840034297419043,-1.7988461245874943,-1.1411014178631538,0.08397377122532412,1
-1.17,-1.3146770783972563,0.07007187131918476,-1.5154133908692948,-1.6502521757253548,-0.9791019810691579,0.1446770783972564,0
-0.927,-0.8596843723792349,0.055687402045407564,-0.856525533816022,-1.1902425092773694,-0.5291262354811004,0.06731562762076515,0
-1.281,-1.371618558950011,0.0510550866443586,-1.69648711458033,-1.7234460134411687,-1.0197911044588532,0.09061855895001103,0
-1.053,-0.8350317522541773,0.06122363169116008,-0.9123854285015826,-1.1639041056163475,-0.506159398892007,0.21796824774582269,0
-2.24,-2.275809362466406,0.06811688738746649,-1.4617267307672186,-2.6113844597945044,-1.9402342651383075,0.03580936246640576,0
0.409,-0.3547635853411911,0.06696906288984594,-1.0122751683252407,-0.7065910398323488,-0.002936130850033414,0.763763585341191,0
-1.362,-1.4357268238125414,0.049620219284313434,-1.68401282797863,-1.7419823249828876,-1.129471322642195,0.07372682381254125,1
-0.391,-0.4477199154010815,0.0722220661328339,-0.8399117931273293,-0.7995473698922393,-0.09589246090992382,0.05671991540108151,0
-0.591,-0.6629608338090258,0.04022083089778809,-1.117607225870206,-1.0147882883001835,-0.3111333793178681,0.07196083380902585,1
1.006,0.5476600241816036,0.0707711316971617,-1.7215076023175115,0.21710188728346913,0.8782181610797382,0.45833997581839636,0
-1.707,-1.4859669251358056,0.04227637418982948,-1.7859338226762091,-1.792222426306152,-1.1797114239654594,0.22103307486419443,1
0.105,0.2794681832756014,0.11964700501860123,-1.9355644581867177,-0.0723592712155563,0.6312956377667591,0.17446818327560143,0
-1.528,-1.6102115913710426,0.04785831322226279,-1.727544683363898,-1.9620390458622003,-1.258384136879885,0.08221159137104261,1
-0.609,-0.8016884522629657,0.07920301402770662,-1.6770492464166584,-1.1322465891611002,-0.4711303153648312,0.19268845226296571,0
-1.013,-1.1544200229230777,0.04765590225211608,-1.4712389986009065,-1.489995120251176,-0.8188449255949792,0.14142002292307776,1
-1.548,-1.6747035874088672,0.06570379298059244,-1.2084174615372474,-2.0102786847369654,-1.3391284900807687,0.1267035874088671,0
0.624,0.7222023466520151,0.03375584398534345,-1.710755508303088,0.39332999328984486,1.0510747000141853,0.0982023466520151,1
-2.009,-1.9592108999804259,0.04846062305329707,-1.4780543635611767,-2.2897690368785604,-1.6286527630822913,0.04978910001957404,1
-1.152,-1.4108463767874206,0.0531797297611494,-1.6792412793310696,-1.7626738312785784,-1.059018922296263,0.25884637678742073,0
-0.377,-0.26368542921702565,0.08601759549726536,-0.45782011380596904,-0.5942435661151602,0.06687270768110887,0.11331457078297436,0
-2.246,-1.9975644137186388,0.04587361014060761,-1.5853385014981773,-2.3331395110467374,-1.6619893163905404,0.2484355862813612,1
-0.8009999999999999,-1.1435196374230727,0.0324346448371004,-1.1416583036447405,-1.4953470919142304,-0.791692182931915,0.3425196374230728,1
-2.326,-1.9882660691672194,0.04497010959388672,-1.617402668577605,-2.318824206065354,-1.6577079322690849,0.3377339308327807,1
-0.6679999999999999,-0.949282187830014,0.023417447748285945,-1.1458371250839514,-1.2848572851581124,-0.6137070905019155,0.281282187830014,1
-0.3229999999999999,-0.17707046120744574,0.05422873929970081,-0.536509567118015,-0.5126455585355442,0.1585046361206527,0.14592953879255416,0
-1.194,-1.3861380621884956,0.0370396103236877,-1.5000093441677134,-1.721713159516594,-1.0505629648603971,0.1921380621884956,1
-1.624,-1.3419161131323114,0.035238155772384636,-1.7620600756123934,-1.6481716143026577,-1.0356606119619651,0.2820838868676887,1
-0.389,-0.27214167305925563,0.05421995830061638,-1.2195100161754835,-0.6010140264214259,0.056730680302914616,0.11685832694074438,0
-2.016,-1.9885296205725052,0.0659776170856921,-1.72532765268215,-2.2947851217428514,-1.6822741194021589,0.027470379427494862,0
0.957,0.8413924543380789,0.06611008663242407,-1.3804264102227328,0.5351369531677326,1.1476479555084251,0.11560754566192111,0
-1.22,-1.1038665974531483,0.044775494686064454,-1.0009189981735842,-1.4327389508153185,-0.7749942440909781,0.11613340254685167,1
-0.541,-0.4112894159117198,0.08276800393693776,-0.437141850740137,-0.717544917082066,-0.10503391474137352,0.12971058408828023,0
-0.754,-1.0454413188191278,0.023451472343092677,-1.2111048857284739,-1.3972687733102855,-0.6936138643279701,0.2914413188191278,1
-1.157,-1.1981981430498352,0.08053435466314755,-1.0752669041971739,-1.5337732403779336,-0.8626230457217368,0.041198143049835156,0
-1.781,-1.9142618750473308,0.06448384089778615,-1.7791740330530745,-2.2660893295384885,-1.562434420556173,0.1332618750473309,0
-1.63,-1.5270337190947494,0.09460697142787007,-1.081739785256778,-1.8559060724569196,-1.1981613657325791,0.1029662809052505,0
-1.22,-1.3696804623007937,0.029420746739134765,-1.5083807832782767,-1.705255559628892,-1.0341053649726952,0.14968046230079368,1
-1.126,-0.801717009934092,0.05459500457669242,-1.1234391655156293,-1.1079725111044383,-0.49546150876374573,0.3242829900659079,0
-1.047,-1.0312158931171176,0.10113138306175411,-1.5365488158560934,-1.3374713942874639,-0.7249603919467713,0.015784106882882343,0
-2.247,-2.256249556309345,0.029548955041072314,-1.9445161962110593,-2.5625050574796915,-1.949994055138999,0.00924955630934532,1
-1.177,-1.3095909669017485,0.05321964010792234,-1.5840034297419043,-1.6384633202639187,-0.9807186135395782,0.13259096690174843,0
-1.141,-0.842523444681439,0.0786622968912141,-1.0739462603359318,-1.1487789458517854,-0.5362679435110927,0.298476555318561,0
-0.835,-0.6007297264453512,0.059224385810020305,-0.6947899428471656,-0.9069852276156974,-0.2944742252750049,0.2342702735546488,0
-2.063,-1.9418456161265354,0.012660611644290911,-1.5599425459916583,-2.277420713454634,-1.606270518798437,0.12115438387346478,1
-1.915,-2.1117906428462416,0.05396489540659574,-1.7335032817386158,-2.4636180973373993,-1.759963188355084,0.1967906428462416,0
0.113,-0.3020076263681739,0.07238177679618343,-1.3152233346199445,-0.6082631275385202,0.004247874802172369,0.4150076263681739,0
-1.419,-1.538393028317335,0.062214960222036195,-1.719677609733759,-1.8902204828084928,-1.1865655738261773,0.119393028317335,0
-2.513,-2.302892943261164,0.07926802516034641,-1.7115466046562275,-2.6547203977523215,-1.951065488770006,0.21010705673883612,0
-1.582,-1.8520161355411238,0.07566583103297803,-1.4780543635611767,-2.1825742724392585,-1.5214579986429893,0.2700161355411237,0
-1.675,-1.539058710054898,0.0403742314042091,-1.3064120571619864,-1.8453142112252443,-1.2328032088845517,0.13594128994510202,1
-1.3730000000000002,-1.5397411392386868,0.05055842872861685,-1.543676374293708,-1.8753162365667853,-1.2041660419105884,0.1667411392386866,0
-1.234,-1.1816849990651441,0.04369634170918048,-1.7246295392860749,-1.5335124535563018,-0.8298575445739864,0.05231500093485586,1
-0.13,-0.15020609525802542,0.03710829856750631,-0.6699869647101001,-0.47907844862019566,0.17866625810414483,0.020206095258025414,1
-2.099,-2.0636391153639897,0.04298617371911066,-1.5529165095883766,-2.39251146872616,-1.7347667620018195,0.0353608846360105,1
-3.304,-3.2578658872644475,0.10334257361642261,-2.098736754053231,-3.588424024162582,-2.927307750366313,0.046134112735552346,0
-1.543,-0.711176300114203,0.14038311716667048,-1.3321194337742284,-1.0174318012845491,-0.4049207989438567,0.831823699885797,0
-2.079,-2.4164350216888932,0.06233894804723159,-1.4094029187307238,-2.768262476180051,-2.0646075671977355,0.33743502168889306,0
-0.946,-1.1822151488438433,0.055439915726218404,-1.0774613405644131,-1.5127732857419778,-0.8516570119457088,0.23621514884384331,0
-0.085,-0.4603075560872323,0.06921895732470063,-0.8086137796635607,-0.7665630572575786,-0.154052054916886,0.37530755608723226,0
-1.37,-1.4646339772700565,0.09298450059193075,-1.1858995399962002,-1.795192114168191,-1.134075840371922,0.0946339772700564,0
-2.722,-2.2263929640113167,0.19349379613437034,-2.171893768171413,-2.556951100909451,-1.8958348271131822,0.4956070359886833,0
-1.499,-1.4654456242187035,0.1021851986222728,-2.14259724763597,-1.8172730787098612,-1.1136181697275458,0.03355437578129661,0
-2.132,-1.0287035080337075,0.06883887293367857,-0.9572058456878264,-1.3805309625248652,-0.6768760535425498,1.1032964919662926,0
-2.797,-2.4206926995719127,0.10364982577721553,-1.952100488978922,-2.7725201540630704,-2.068865245080755,0.37630730042808747,0
-1.93,-1.0613624741080614,0.07457999072860795,-1.3186357412057992,-1.413189928599219,-0.7095350196169037,0.8686375258919385,0
-3.19,-3.212383052411309,0.09947213805780118,-2.098736754053231,-3.5429411893094436,-2.8818249155131745,0.022383052411309112,0
-0.957,-0.9205635834474422,0.02874757090810967,-1.308620772728601,-1.2268190846177884,-0.6143080822770959,0.036436416552557804,1
-1.534,-1.8399799836825947,0.10730190992692763,-1.6712083601860956,-2.1688523370447648,-1.5111076303204245,0.3059799836825947,0
0.425,0.4184587353532949,0.06863516926568948,-2.021067908562353,0.0828836380251965,0.7540338326813933,0.0065412646467050695,0
-0.6679999999999999,-0.7915886045551737,0.06099017311918585,-1.2465900917819375,-1.1434160590463314,-0.43976115006401595,0.12358860455517373,0
-3.343,-3.2251331676880914,0.041724794534293064,-2.098736754053231,-3.555691304586226,-2.894575030789957,0.11786683231190853,1
-3.36,-3.2173391368762,0.02536637589799076,-2.098736754053231,-3.5478972737743346,-2.8867809999780656,0.14266086312379977,1
-2.925,-3.327559569481033,0.07103407611080545,-2.1570772149708684,-3.633815070651379,-3.0213040683106867,0.4025595694810331,0
-1.125,-1.3106144440517808,0.041267124581235146,-1.7263125287438201,-1.6168699452221271,-1.0043589428814346,0.18561444405178085,1
-1.246,-1.5302081836991999,0.07194163250733741,-1.3589750005177348,-1.85908053706137,-1.2013358303370296,0.28420818369919987,0
-3.3160000000000003,-3.229982122039453,0.07563363443913741,-1.9702101163309844,-3.558854475401623,-2.9011097686772827,0.08601787796054738,0
-1.324,-1.5699496605724108,0.08343921857614642,-1.1403764635681461,-1.9005077974705453,-1.2393915236742763,0.24594966057241074,0
-2.376,-2.867242395186032,0.07636990835492961,-2.020549539134665,-3.1978005320841665,-2.5366842582878975,0.4912423951860321,0
-3.357,-3.1860521569188096,0.019963337859473074,-1.8845411285312257,-3.5378796114099673,-2.834224702427652,0.1709478430811906,1
-2.354,-1.6791675814330045,0.08785749384436563,-1.1858995399962002,-2.009725718331139,-1.34860944453487,0.6748324185669956,0
-0.63,-0.6584772541847965,0.020408620842226086,-1.3390286239005778,-0.994052351512895,-0.3229021568566981,0.02847725418479652,1
-1.982,-1.1097390009649637,0.05208025399558753,-2.2409690011855226,-1.4402971378630982,-0.7791808640668292,0.8722609990350363,0
-3.335,-3.343713164538601,0.046737292031996,-1.9078783462706566,-3.6792882618666995,-3.0081380672105027,0.00871316453860116,1
-0.6829999999999999,-1.5892477051375513,0.09330591520974077,-2.2409690011855226,-1.9198058420356858,-1.2586895682394168,0.9062477051375514,0
-3.397,-2.8756777599095993,0.0822124209946872,-1.9702101163309844,-3.2045501132717695,-2.546805406547429,0.5213222400904005,0
-1.168,-1.3909696102136235,0.07660664922304758,-1.9961854897568472,-1.726544707541722,-1.055394512885525,0.2229696102136236,0
-1.359,-1.5027809595270827,0.06055256882865494,-1.7989210450013728,-1.838356056855181,-1.1672058621989843,0.1437809595270827,0
-1.574,-1.71799767595275,0.08067372559253226,-1.5701664441484404,-2.069825130443908,-1.3661702214615923,0.14399767595274993,0
-1.971,-1.5892156071356847,0.08817444318840698,-2.015760370676333,-1.918087960497855,-1.2603432537735144,0.3817843928643154,0
-1.999,-2.1631145447525695,0.049689868421892776,-1.7607521279838148,-2.514941999243727,-1.8112870902614118,0.16411454475256937,1
-3.233,-3.264034471969958,0.04581320901144044,-1.9102034088010955,-3.5996095692980563,-2.9284593746418595,0.03103447196995779,1
-0.821,-0.8241969903755555,0.05335872207848037,-1.28119645572912,-1.1760244448667132,-0.4723695358843978,0.0031969903755555418,0
-3.234,-3.0170216904597185,0.050678654465989244,-1.9408837300284114,-3.352596787787817,-2.68144659313162,0.21697830954028152,0
-0.857,-0.8884177696239957,0.054965360835722024,-1.6079482856958318,-1.2189759065221302,-0.5578596327258611,0.03141776962399567,0
-2.259,-2.823408914249775,0.13189164041932835,-2.098736754053231,-3.1539670511479097,-2.4928507773516406,0.5644089142497752,0
-1.959,-1.5529495331201701,0.10839132758196207,-0.7146576712759259,-1.8885246304482686,-1.2173744357920717,0.40605046687982993,0
-0.4379999999999999,-0.466297518211098,0.06201339157358843,-1.1879863064008047,-0.8181249727022557,-0.11447006371994028,0.028297518211098105,0
-3.256,-3.381171929027596,0.060679864838622435,-2.098736754053231,-3.7117300659257304,-3.0506137921294614,0.1251719290275961,0
-3.213,-3.3304622942183646,0.04900478684215278,-2.098736754053231,-3.661020431116499,-2.99990415732023,0.11746229421836452,1
-0.417,-0.4465183897183975,0.0776451045672172,-1.6417209862894706,-0.7753907430805678,-0.11764603635622728,0.029518389718397542,0
-3.306,-2.707959345968428,0.06325104988168995,-1.9296206300153658,-3.0435344432965263,-2.3723842486403295,0.5980406540315721,0
0.71,-0.16392112853727103,0.1400979111086165,-1.7037687350743667,-0.4701766297076173,0.14233437263307525,0.873921128537271,0
-1.244,-1.1973512193815758,0.03898991621678499,-1.7243905657650147,-1.5036067205519221,-0.8910957182112296,0.046648780618424146,1
-0.6659999999999999,-0.8296870335814989,0.05143052721731692,-1.4653916891517211,-1.1815144880726565,-0.47785957909034116,0.16368703358149894,0
-0.871,-0.9665454446260009,0.05330716808737847,-1.3376318640973548,-1.3183728991171586,-0.6147179901348432,0.0955454446260009,0
-1.11,-1.3460789757039318,0.08312605024904703,-1.0774613405644131,-1.6766371126020663,-1.0155208388057972,0.23607897570393166,0
-1.867,-2.74947407745662,0.04607732913405212,-1.9352163498278951,-3.0850491747847184,-2.4138989801285216,0.88247407745662,1
-1.991,-2.387251272658597,0.037005623427377024,-1.5152436370372284,-2.7390787271497548,-2.0354238181674393,0.39625127265859694,1
-3.267,-3.2643443978265068,0.04896229553953193,-1.8426624610228948,-3.6161718523176645,-2.912516943335349,0.0026556021734931434,1
-1.209,-1.7110066893866074,0.10732280636985837,-1.6062032445361891,-2.017262190556954,-1.404751188216261,0.5020066893866073,0
-2.765,-2.3539400454267243,0.14965168155807784,-1.9395688827285595,-2.6895151427548227,-2.018364948098626,0.4110599545732758,0
-2.219,-2.2828326322764707,0.02475400356645657,-1.7607521279838148,-2.6346600867676284,-1.931005177785313,0.06383263227647085,1
-3.197,-3.174913481912215,0.08956528242854941,-2.2330526745935955,-3.4811689830825614,-2.868657980741869,0.022086518087784945,0
-1.22,-1.326940410280538,0.07790615248024649,-1.55368669545866,-1.6331959114508843,-1.0206849091101917,0.10694041028053802,0
-0.8009999999999999,-1.2636581767547828,0.04080102923668845,-1.1367582583909925,-1.569913677925129,-0.9574026755844365,0.4626581767547828,1
-2.164,-2.8975592302098665,0.05293201231005041,-1.871499847160742,-3.249386684701024,-2.545731775718709,0.7335592302098664,0
-2.161,-2.4229861521599,0.07510757747761683,-2.0249461752176314,-2.7518585055220703,-2.09411379879773,0.26198615215990007,0
-1.911,-1.3550751619409924,0.12847929496023727,-1.2476398124772696,-1.7069026164321501,-1.0032477074498347,0.5559248380590076,0
-3.378,-3.1084396671623606,0.07229491978104213,-2.1203839408488285,-3.414695168332707,-2.8021841659920144,0.26956033283763947,0
-2.94,-3.1745466521344428,0.06578448202693099,-2.098736754053231,-3.5051047890325773,-2.8439885152363082,0.2345466521344428,0
-2.799,-2.2127986340717998,0.045330233340191296,-1.8639559729568003,-2.548373731399898,-1.8772235367437013,0.5862013659282002,1
-1.67,-1.5174653914029004,0.06721253836652837,-1.9072120174414817,-1.8463377447650706,-1.1885930380407301,0.15253460859709955,0
-3.324,-2.7884810220819096,0.095119375658615,-1.885158913632212,-3.1403084765730673,-2.436653567590752,0.5355189779180902,0
-2.923,-3.1716039088865173,0.10191934279148572,-1.9078783462706566,-3.5071790062146158,-2.836028811558419,0.2486039088865173,0
-0.72,-0.9142302815853567,0.039350211108308046,-1.1960757503983717,-1.243102634947527,-0.5853579282231864,0.1942302815853567,1
-2.1830000000000003,-2.5707297962702342,0.05082061122843551,-2.020549539134665,-2.9012879331683687,-2.2401716593720997,0.38772979627023396,0
-2.622,-1.6289606608910094,0.09115495880939772,-1.5116412159294785,-1.9807881153821671,-1.2771332063998517,0.9930393391089904,0
0.2289999999999999,0.05214444844751309,0.022055646518976135,-0.3126738872982734,-0.2784136884506214,0.3827025853456476,0.1768555515524868,1
-1.712,-1.1569273168315934,0.058762576565152415,-0.3632059967519078,-1.4857996701937637,-0.8280549634694232,0.5550726831684065,0
