y_true,oof_mu,oof_sigma,oof_mu_p,conf_lower,conf_upper,abs_err,trust_sigma,trust_knn,trust_lev
-3.731,-3.7745968976737614,0.028366314253941535,-3.341453022104122,-4.089944928469492,-3.459248866878031,0.043596897673761514,1,1,1
-2.748,-2.628061690016653,0.02081854102845854,-2.547202686747732,-2.954365830607032,-2.3017575494262736,0.11993830998334731,1,1,1
-2.194,-2.1402084711751117,0.028190156077690886,-2.0597378047166064,-2.470042901770654,-1.8103740405795694,0.053791528824888246,1,1,1
-1.973,-1.8898293170807836,0.11375988326128339,-1.7131448133010552,-2.219663747676326,-1.5599948864852413,0.08317068291921648,0,1,1
-2.983,-2.937237300328957,0.02980610681707745,-2.7476907927780525,-3.263541440919336,-2.6109331597385776,0.04576269967104318,1,1,1
-2.248,-2.772561950684007,0.07012630410224094,-2.2825566102690007,-3.0879099814797377,-2.4572139198882765,0.5245619506840069,0,1,1
-3.793,-3.8214830762388745,0.03021320227020007,-3.283670616881009,-4.147787216829254,-3.4951789356484952,0.02848307623887436,1,1,1
-2.918,-3.022365716113569,0.04441547230062079,-2.99055843395558,-3.3377137469092997,-2.7070176853178385,0.10436571611356893,0,1,1
-2.638,-2.383631714903356,0.03384477397032217,-2.4102025705834236,-2.709935855493735,-2.0573275743129766,0.254368285096644,1,0,1
-2.955,-2.9106604979329562,0.03858143300707575,-2.981963592971662,-3.206000513355243,-2.6153204825106693,0.044339502067043846,1,1,1
-3.029,-3.1459924605005107,0.04064025561004436,-3.071244479550162,-3.4640641400984125,-2.827920780902609,0.11699246050051082,1,1,1
-2.365,-2.437842426110539,0.012455245036080179,-2.5198267142239863,-2.7676768567060814,-2.108007995514997,0.07284242611053893,1,1,1
-3.018,-2.9335703635415147,0.04193022671546158,-2.9069936438701536,-3.263404794137057,-2.6037359329459724,0.08442963645848511,0,1,1
-2.146,-2.167136190447374,0.05615163219410383,-2.0698589611319975,-2.4969706210429163,-1.8373017598518318,0.021136190447374137,0,0,0
-2.693,-2.6926943163457184,0.07357072751483547,-2.8142545908980465,-3.0225287469412607,-2.362859885750176,0.0003056836542816299,0,1,1
-2.369,-2.0191470852587363,0.07681811637844507,-1.8405234969876934,-2.3489815158542786,-1.689312654663194,0.3498529147412639,0,1,1
-2.171,-2.135449184522117,0.03742540448600566,-2.0595790991616068,-2.453520864120019,-1.8173775049242153,0.03555081547788275,1,1,1
-3.111,-3.1038602574277645,0.038113455739838285,-2.963797446201556,-3.4219319370256662,-2.7857885778298628,0.007139742572235708,1,1,1
-2.9530000000000003,-3.0736751652675594,0.022351592546352723,-3.000786311610915,-3.3999793058579386,-2.74737102467718,0.12067516526755906,1,1,1
-2.101,-2.0048237287282853,0.03370313291971039,-1.9151694935696102,-2.320171759524016,-1.6894756979325545,0.09617627127171469,1,1,1
-3.005,-2.8482375311375305,0.05098549796286241,-2.7195073781174504,-3.17454167172791,-2.5219333905471513,0.15676246886246936,0,1,1
-1.914,-1.89689101127367,0.08817844852858574,-1.7548047276544385,-2.2267254418692124,-1.5670565806781278,0.01710898872632982,0,1,1
-2.286,-2.1744173052080757,0.04833196001656395,-2.3598000458731336,-2.500721445798455,-1.8481131646176965,0.11158269479192429,0,1,1
-2.334,-2.2804344355112387,0.02949396495199129,-2.317033345193796,-2.5957824663069693,-1.9650864047155079,0.053565564488761375,1,0,1
-2.345,-2.3074256537217215,0.005347447353307059,-2.3740862789170585,-2.625497333319623,-1.9893539741238198,0.037574346278278714,1,1,1
-2.465,-2.008009537517678,0.03182624897237205,-1.9981231077341237,-2.303349552939965,-1.7126695220953911,0.456990462482322,1,1,1
-3.762,-3.999447269690517,0.01919177253926063,-3.7010081102475625,-4.325751410280896,-3.6731431291001377,0.237447269690517,1,1,1
-2.778,-2.5145537533270725,0.051880188891386916,-2.520231649986023,-2.829901784122803,-2.199205722531342,0.2634462466729275,0,1,1
-3.608,-3.2552340770992223,0.028806708074582212,-3.1717031168271372,-3.5850685076947646,-2.92539964650368,0.3527659229007778,1,1,1
-2.582,-2.4921326576012364,0.02807750374061152,-2.438454337328841,-2.8219670881967787,-2.162298227005694,0.08986734239876348,1,1,1
-2.247,-2.6373052843630336,0.11553618874050252,-2.552635494915652,-2.93264529978532,-2.341965268940747,0.3903052843630337,0,1,1
-2.945,-2.862502903382519,0.07521261519584288,-2.8409483212757793,-3.1778509341782497,-2.5471548725867885,0.08249709661748073,0,1,1
-3.5610000000000004,-3.4400487847445937,0.03018305467308238,-3.253039467115523,-3.7581204643424955,-3.121977105146692,0.12095121525540664,1,1,1
-2.487,-2.7079772963370354,0.02060147258238254,-2.7318247764218504,-3.023325327132766,-2.392629265541305,0.22097729633703533,1,1,1
-1.817,-1.8612937627967974,0.029755851174672533,-1.78713228565926,-2.1793654423946993,-1.5432220831988956,0.04429376279679742,1,1,1
-3.113,-2.8784361847188507,0.058409295128443645,-2.8721149840514135,-3.208270615314393,-2.5486017541233084,0.23456381528114933,0,1,1
-3.443,-3.6362974038552682,0.05044498630708201,-3.512176636862299,-3.9626015444456475,-3.309993263264889,0.19329740385526817,0,1,1
-2.27,-2.4299609308088077,0.0344716661500893,-2.183624896401552,-2.725300946231094,-2.134620915386521,0.1599609308088077,1,1,1
-3.772,-3.840355291159573,0.04359086476708015,-3.3270437628906304,-4.155703321955304,-3.5250072603638425,0.06835529115957328,0,1,1
-2.874,-3.0502793251245532,0.06458499867730728,-2.9252003629120797,-3.3456193405468397,-2.7549393097022667,0.17627932512455313,0,0,1
-3.221,-3.0807543700646187,0.02915606081485149,-3.017726173942693,-3.407058510654998,-2.7544502294742395,0.14024562993538137,1,1,1
-2.501,-2.327240147117427,0.03931080019938412,-2.260310510659335,-2.6225801625397134,-2.0319001316951404,0.173759852882573,1,0,1
-3.693,-3.4295405705972484,0.058722887792026175,-3.2888462026970378,-3.744888601392979,-3.114192539801518,0.2634594294027517,0,1,1
-3.094,-2.825365848379138,0.023228449984620612,-3.183026827247061,-3.1516699889695174,-2.499061707788759,0.2686341516208617,1,1,1
-2.416,-2.634013030788211,0.06322303927075172,-2.6883367963535423,-2.9603171713785903,-2.3077088901978318,0.2180130307882111,0,1,1
-3.365,-3.6019196975329004,0.01678645134643595,-3.4883876232682187,-3.9282238381232797,-3.275615556942521,0.2369196975329002,1,1,1
-1.6740000000000002,-1.7000785826620874,0.054186546188478735,-1.8124484414781827,-2.0299130132576297,-1.3702441520665452,0.02607858266208729,0,1,1
0.351,-0.0033978641993054337,0.11196753296729876,-0.3374920967609154,-0.32146954379720716,0.3146738153985963,0.3543978641993054,0,1,1
-1.51,-1.7728581876627714,0.06233902190756583,-1.9156360122029765,-2.088206218458502,-1.4575101568670406,0.26285818766277136,0,1,1
-0.815,-0.832193314866024,0.026290397270411374,-0.9077465749564011,-1.1620277454615664,-0.5023588842704817,0.017193314866024045,1,1,1
0.286,-0.10172768026851442,0.08467430964932321,-0.47937298683320506,-0.4170757110642452,0.21362035052721634,0.3877276802685144,0,1,1
-0.35,-0.7111141757661871,0.028045785166408495,-1.023814967593791,-1.0264622065619178,-0.3957661449704563,0.3611141757661871,1,0,0
-0.989,-1.1209792769227165,0.05301451064198061,-1.4688303486181107,-1.4163192923450032,-0.8256392615004298,0.1319792769227165,0,1,1
-0.616,-0.7554213052756157,0.04867181563434845,-1.130172535632516,-1.0734929848735173,-0.43734962567771396,0.1394213052756157,0,0,1
-0.8170000000000001,-0.8150843404690502,0.024872646143081895,-0.6132327754018942,-1.1413884810594295,-0.48878019987867094,0.0019156595309498536,1,1,1
-0.975,-0.4735847469772363,0.061915688697633385,-0.6224820525200492,-0.7998888875676156,-0.14728060638685703,0.5014152530227637,0,1,1
0.174,-0.02844845733482837,0.02263078894243511,-0.48287794206776535,-0.35828288793037066,0.3013859732607139,0.20244845733482836,1,1,1
-1.597,-1.5936574666071437,0.016246499561116113,-1.5393469611777495,-1.9117291462050454,-1.275585787009242,0.003342533392856284,1,1,1
-1.236,-1.2539662578379223,0.054762617881671596,-1.4868194981095253,-1.5838006884334646,-0.92413182724238,0.017966257837922273,0,1,1
0.539,0.6735683639247705,0.11330241892374668,-0.05071228665632166,0.3582203331290397,0.9889163947205013,0.13456836392477045,0,1,1
-0.2239999999999999,-0.1371173169647483,0.03182925294929967,-0.38598505024582463,-0.45518899656265,0.18095436263315343,0.0868826830352516,1,1,1
-1.334,-1.3562715681564688,0.02406583831946675,-1.5670416400981386,-1.6743432477543705,-1.038199888558567,0.02227156815646869,1,1,1
-1.386,-1.4492635052475018,0.03453078318073617,-1.6224016966020909,-1.7673351848454035,-1.1311918256496,0.0632635052475019,1,1,1
-1.17,-1.4167567631229663,0.04115753687277875,-1.503912122628898,-1.732104793918697,-1.1014087323272355,0.24675676312296635,1,1,1
-0.927,-0.8913135127635262,0.05124511256619794,-1.1313581370813333,-1.2211479433590684,-0.5614790821679839,0.03568648723647383,0,1,1
-1.281,-1.2946889627123799,0.03582906465546383,-1.4997070007524251,-1.6209931033027591,-0.9683848221220006,0.01368896271237996,1,1,1
-1.053,-0.9099287520393321,0.028576530294897422,-1.225887158041699,-1.2280004316372337,-0.5918570724414304,0.14307124796066784,1,1,1
-2.24,-2.3830661180283306,0.015681406915785946,-2.1765834200979577,-2.698414148824061,-2.0677180872326,0.14306611802833036,1,1,1
0.409,-0.10516366106005753,0.047204158268874516,-0.42710869069586055,-0.4314678016504368,0.22114047953032173,0.5141636610600575,0,1,1
-1.362,-1.3934081429015712,0.0194796371724841,-1.531529355045268,-1.688748158323858,-1.0980681274792845,0.03140814290157112,1,1,1
-0.391,-0.37827554318887574,0.03937069109428384,-0.6645777654804079,-0.7045796837792551,-0.051971402598496474,0.012724456811124274,1,1,1
-0.591,-0.6539721274504045,0.04192633668281025,-0.7483630803169302,-0.9802762680407837,-0.3276679868600252,0.06297212745040448,0,0,1
1.006,0.6076928150560503,0.06614327936013432,-0.20014371006750942,0.27785838446050803,0.9375272456515926,0.3983071849439497,0,1,1
-1.707,-1.435292668890202,0.060947756908931894,-1.3503234068208558,-1.7306326843124886,-1.1399526534679152,0.27170733110979817,0,1,1
0.105,0.3834219672338901,0.02368141094707881,-0.16626210234626726,0.05711782664351084,0.7097261078242694,0.2784219672338901,1,0,1
-1.528,-1.4678947088254495,0.025541011952756393,-1.678124123037036,-1.7941988494158287,-1.1415905682350702,0.060105291174550546,1,1,1
-0.609,-0.8248066627247386,0.03728282939808803,-1.04494064000127,-1.1546410933202809,-0.4949722321291963,0.21580666272473858,1,1,1
-1.013,-1.0566623362812273,0.029753882043853493,-1.151338658518657,-1.3720103670769581,-0.7413143054854965,0.0436623362812274,1,1,1
-1.548,-1.5902397504539674,0.053295990707230026,-1.40715388291338,-1.9055877812496982,-1.2748917196582366,0.04223975045396733,0,0,1
0.624,0.8636011415583615,0.07256833801306355,-0.015749957790702263,0.5455294619604598,1.1816728211562633,0.23960114155836154,0,1,1
-2.009,-2.095308405687361,0.04056561071580827,-1.888783509355429,-2.4251428362829035,-1.765473975091819,0.08630840568736131,1,1,1
-1.152,-1.4240274352475213,0.05104456722479001,-1.4261428395676783,-1.7503315758379006,-1.097723294657142,0.2720274352475214,0,1,1
-0.377,-0.2199745599264188,0.030507955799258656,-0.5092830510372848,-0.5498089905219611,0.1098598706691235,0.1570254400735812,1,1,1
-2.246,-2.0796358736967644,0.03343970417918343,-2.045974772814101,-2.394983904492495,-1.7642878429010336,0.1663641263032356,1,1,1
-0.8009999999999999,-1.0831644071716566,0.08161864397727615,-0.810367245491283,-1.409468547762036,-0.7568602665812774,0.2821644071716567,0,0,1
-2.326,-2.1688553235478243,0.03922041045599323,-1.9516994468816398,-2.4986897541433666,-1.839020892952282,0.15714467645217578,1,1,1
-0.6679999999999999,-0.6598051400632933,0.05902591573646976,-0.794738827697812,-0.975153170859024,-0.3444571092675625,0.008194859936706655,0,1,1
-0.3229999999999999,-0.18330245766081538,0.03025528132160729,-0.40035427882621244,-0.49865048845654614,0.13204557313491538,0.13969754233918452,1,1,1
-1.194,-1.4456728488732957,0.03909378638742632,-1.4192080482166363,-1.7610208796690265,-1.130324818077565,0.2516728488732958,1,1,1
-1.624,-1.2970930207071547,0.034690021343706766,-1.3471791497150711,-1.5924330361294414,-1.001753005284868,0.3269069792928454,1,1,1
-0.389,-0.21178364192088106,0.03011172354478554,-0.47545155608699674,-0.5298553215187828,0.10628803767702066,0.17721635807911895,1,0,1
-2.016,-2.0011029132620566,0.03061464847946934,-2.0219025406949274,-2.2964429286843435,-1.7057628978397699,0.014897086737943432,1,1,1
0.957,0.759750131879146,0.07397396058824654,-0.22016396782521053,0.46441011645685926,1.0550901473014327,0.197249868120854,0,1,1
-1.22,-0.9837320997588953,0.04523819570784917,-1.0100812381958362,-1.301803779356797,-0.6656604201609936,0.23626790024110467,0,1,1
-0.541,-0.3305732184573915,0.03741832702167556,-0.5726118986544391,-0.6259132338796782,-0.0352332030351048,0.21042678154260852,1,1,1
-0.754,-1.0098572865465592,0.05646492496641643,-1.0312497752027336,-1.3361614271369384,-0.6835531459561799,0.25585728654655915,0,0,1
-1.157,-1.143824830753823,0.027962572600062435,-1.036391745881124,-1.4591728615495538,-0.8284767999580922,0.01317516924617701,1,1,1
-1.781,-1.8796505598848676,0.026136611705518595,-1.8759359508408504,-2.205954700475247,-1.5533464192944884,0.0986505598848677,1,1,1
-1.63,-1.2755873221951104,0.023700201057859083,-1.3369310715436937,-1.5936590017930121,-0.9575156425972087,0.3544126778048895,1,1,1
-1.22,-1.3858948039834842,0.03185326767115432,-1.4830105057499616,-1.701242834779215,-1.0705467731877534,0.16589480398348422,1,1,1
-1.126,-0.7329729554028509,0.043941529735249195,-0.8703422039941975,-1.0283129708251377,-0.4376329399805642,0.393027044597149,0,1,1
-1.047,-0.8183016340165512,0.048264279528217775,-1.0340662549320414,-1.113641649438838,-0.5229616185942645,0.22869836598344873,0,1,1
-2.247,-2.2872598067322594,0.06789545107435088,-2.0893523478466824,-2.5825998221545463,-1.9919197913099727,0.040259806732259484,0,0,1
-1.177,-1.2099726490106886,0.020989215768118533,-1.4940644297931083,-1.5280443286085903,-0.8919009694127868,0.032972649010688526,1,1,1
-1.141,-0.8080151910402349,0.05097658978831591,-0.7882338499087747,-1.1033552064625216,-0.5126751756179482,0.3329848089597651,0,1,1
-0.835,-0.6250568054294987,0.024529796867471403,-0.39006021608990793,-0.9203968208517854,-0.329716790007212,0.20994319457050126,1,1,1
-2.063,-2.0074722972654717,0.04391553177815649,-2.008776184149056,-2.3228203280612023,-1.692124266469741,0.05552770273452845,0,1,1
-1.915,-2.1072278471240313,0.025953031311693704,-2.065988289652995,-2.4335319877144106,-1.780923706533652,0.1922278471240313,1,1,1
0.113,-0.1814838173420792,0.06997786723461022,-0.813990115252524,-0.4768238327643659,0.11385619808020753,0.2944838173420792,0,1,1
-1.419,-1.4227491815297724,0.016663011433895772,-1.6154591768199098,-1.7490533221201516,-1.096445040939393,0.0037491815297723274,1,1,1
-2.513,-2.2478496279834514,0.07795418779360398,-2.061729461489596,-2.5741537685738307,-1.9215454873930722,0.26515037201654845,0,0,1
-1.582,-1.9127583123925234,0.07050735830552256,-1.9229620578801878,-2.242592742988066,-1.582923881796981,0.3307583123925233,0,1,1
-1.675,-1.58468337394848,0.06673802341885683,-1.4458879706234538,-1.8800233893707667,-1.2893433585261933,0.09031662605152002,0,0,1
-1.3730000000000002,-1.4563469985188202,0.0319306244554418,-1.4966735070093928,-1.771695029314551,-1.1409989677230894,0.08334699851881999,1,1,1
-1.234,-1.2235537310807816,0.05128811482139391,-1.5084818322778184,-1.5498578716711608,-0.8972495904904023,0.010446268919218404,0,1,1
-0.13,-0.2606613970819109,0.04221043959891395,-0.7190505608384994,-0.5787330766798127,0.05741028251599084,0.13066139708191088,0,1,1
-2.099,-2.209914669626749,0.029511444563595193,-2.0894304301214106,-2.527986349224651,-1.8918429900288474,0.1109146696267489,1,1,1
-3.304,-3.0350603994978163,0.13736266231106706,-2.406960014850605,-3.3648948300933585,-2.705225968902274,0.2689396005021836,0,1,1
-1.543,-0.5695628909666965,0.0593462916648241,-0.8176351464589138,-0.8649029063889833,-0.2742228755444098,0.9734371090333034,0,1,1
-2.079,-2.204336143416172,0.04207519006631451,-1.8224130426571468,-2.530640284006551,-1.8780320028257926,0.12533614341617172,0,1,1
-0.946,-1.2996346002220653,0.05761709849665656,-0.976156032439959,-1.6294690308176076,-0.969800169626523,0.3536346002220654,0,1,1
-0.085,-0.26976657325866815,0.11486694361752031,-0.1617566645897398,-0.5651065886809549,0.025573442163618565,0.18476657325866813,0,1,1
-1.37,-1.4289438998489503,0.0401681482106475,-1.2905817234401127,-1.7587783304444926,-1.099109469253408,0.05894389984895021,1,1,1
-2.722,-1.9924249477601474,0.1381740384180824,-1.3251484940618177,-2.3222593783556897,-1.6625905171646052,0.7295750522398525,0,1,1
-1.499,-1.3342463895467542,0.03094242037661832,-1.1942000563513973,-1.6605505301371335,-1.007942248956375,0.16475361045324588,1,1,1
-2.132,-1.211368528256573,0.06492412163245981,-0.7168766436906657,-1.5376726688469522,-0.8850643876661937,0.9206314717434272,0,1,1
-2.797,-2.709361395020957,0.07023850644230266,-1.6380380815020772,-3.0356655356113365,-2.383057254430578,0.08763860497904297,0,1,1
-1.93,-0.9887588370284153,0.07559694653094137,-0.8235848425029513,-1.3150629776187945,-0.662454696438036,0.9412411629715847,0,1,1
-3.19,-3.3305751503334293,0.0635028277579259,-2.6230601722842555,-3.6604095809289716,-3.000740719737887,0.14057515033342938,0,1,1
-0.957,-0.9558886326154437,0.0412092321251348,-0.8500394513609717,-1.2512286480377304,-0.6605486171931569,0.0011113673845563055,1,1,1
-1.534,-1.6844212675016574,0.038186817315783717,-1.5264204063938753,-2.002492947099559,-1.3663495879037557,0.1504212675016574,1,1,1
0.425,0.48216595982612936,0.0762811819420694,0.3952328976776596,0.1668179290303986,0.7975139906218601,0.057165959826129376,0,1,1
-0.6679999999999999,-0.5915941550634068,0.06676419337639408,-0.5581298772529588,-0.9178982956537861,-0.2652900144730276,0.07640584493659308,0,1,1
-3.343,-3.2158962781463196,0.029245199409189432,-2.2763418985908905,-3.545730708741862,-2.8860618475507773,0.12710372185368035,1,1,1
-3.36,-3.1732237059860657,0.019848942528893857,-2.202962330848557,-3.503058136581608,-2.8433892753905234,0.18677629401393414,1,1,1
-2.925,-3.314006688973093,0.08334750457472762,-2.42827465437405,-3.6093467043953797,-3.018666673550806,0.389006688973093,0,1,1
-1.125,-1.4721082942354726,0.042574831226935096,-1.4135490133290718,-1.7674483096577593,-1.176768278813186,0.3471082942354726,0,1,1
-1.246,-1.3832321506403227,0.0731035063167184,-1.2644782171669622,-1.7013038302382244,-1.065160471042421,0.13723215064032268,0,1,1
-3.3160000000000003,-3.2663722732680665,0.04614471757789936,-2.5038433345467137,-3.584443952865968,-2.9483005936701647,0.04962772673193383,0,1,1
-1.324,-1.5847074347163346,0.05017449165868786,-1.4848749717497163,-1.9145418653118769,-1.2548730041207923,0.2607074347163345,0,1,1
-2.376,-2.968101325971473,0.11732077762797785,-2.432862059717378,-3.297935756567015,-2.6382668953759305,0.5921013259714729,0,1,1
-3.357,-3.1618320063394156,0.03659755839629493,-2.2843370894772264,-3.488136146929795,-2.8355278657490364,0.19516799366058457,1,1,1
-2.354,-1.4420100200661192,0.037186781426899816,-1.0230233077225046,-1.7718444506616615,-1.112175589470577,0.9119899799338809,1,1,1
-0.63,-0.6175565930204111,0.026765022220533927,-0.7232368583025681,-0.9329046238161418,-0.30220856222468034,0.0124434069795889,1,1,1
-1.982,-0.8029038774969152,0.1396630513424844,-0.3181655416737428,-1.1327383080924576,-0.47306944690137287,1.179096122503085,0,1,1
-3.335,-3.3995322005235074,0.09968179393832448,-2.694470848105871,-3.714880231319238,-3.0841841697277768,0.06453220052350739,0,1,1
-0.6829999999999999,-1.1370427346250356,0.09641049405619197,-0.8361497043271577,-1.4668771652205779,-0.8072083040294933,0.45404273462503564,0,1,1
-3.397,-2.9107660333443697,0.08129993781798076,-2.23044432986714,-3.2288377129422714,-2.592694353746468,0.4862339666556301,0,1,1
-1.168,-1.3436111556550907,0.05243821595510911,-1.2466421534525902,-1.6589591864508215,-1.02826312485936,0.17561115565509078,0,1,1
-1.359,-1.481056384641969,0.032668244679782674,-1.1875384779898992,-1.7964044154377,-1.1657083538462383,0.1220563846419691,1,1,1
-1.574,-1.7261964145659465,0.023243097808546116,-1.5687518593819967,-2.0525005551563256,-1.3998922739755673,0.15219641456594646,1,1,1
-1.971,-1.2687585282183804,0.08318591027150493,-1.1302809606620623,-1.5868302078162821,-0.9506868486204787,0.7022414717816197,0,1,1
-1.999,-2.1476066348845784,0.07206772528381873,-1.9763133565622484,-2.4739107754749576,-1.821302494294199,0.14860663488457826,0,1,1
-3.233,-3.22994936336675,0.051833935151045514,-2.581836131700232,-3.5452973941624806,-2.9146013325710194,0.0030506366332501145,0,1,1
-0.821,-0.7790099534668979,0.023914442483937273,-0.800926052635714,-1.1053140940572772,-0.4527058128765187,0.04199004653310201,1,1,1
-3.234,-3.062852217545943,0.07899447330096085,-2.345076704361091,-3.3782002483416735,-2.7475041867502124,0.17114778245405704,0,1,1
-0.857,-0.9569553849865915,0.05567173463454546,-0.7869443813687007,-1.2867898155821338,-0.6271209543910492,0.09995538498659151,0,1,1
-2.259,-2.632866224608918,0.0692315904517204,-2.2063022308041065,-2.9627006552044604,-2.3030317940133758,0.37386622460891816,0,1,1
-1.959,-1.4835079569380407,0.029765218576044018,-0.9008795441953369,-1.7988559877337715,-1.16815992614231,0.47549204306195936,1,1,1
-0.4379999999999999,-0.524924308398931,0.022117856840475757,-0.4639749019408801,-0.8512284489893103,-0.19862016780855174,0.08692430839893112,1,1,1
-3.256,-3.1497569807661767,0.061784352961219646,-2.499098361729932,-3.479591411361719,-2.8199225501706344,0.10624301923382307,0,1,1
-3.213,-3.348633242808197,0.04971596078646944,-2.5737077205182968,-3.6784676734037394,-3.018798812212655,0.135633242808197,0,1,1
-0.417,-0.5265973862227854,0.026440025687485637,-0.4601498594856057,-0.8446690658206871,-0.20852570662488368,0.10959738622278542,1,1,1
-3.306,-2.8196891549127843,0.11809070550051382,-2.3143030968186697,-3.135037185708515,-2.5043411241170537,0.4863108450872158,0,1,1
0.71,-0.47326199444423284,0.07203457350597046,-0.07826320143369037,-0.7686020098665196,-0.17792197902194612,1.1832619944442329,0,1,1
-1.244,-1.391283452358282,0.027863523172907856,-1.2919527022697024,-1.6866234677805687,-1.0959434369359953,0.147283452358282,1,1,1
-0.6659999999999999,-0.714638706021379,0.03690771789662239,-0.6926777484101541,-1.0409428466117583,-0.38833456543099976,0.0486387060213791,1,1,1
-0.871,-1.016330888313686,0.043872752922602905,-1.1557651212973066,-1.3426350289040652,-0.6900267477233066,0.1453308883136859,0,1,1
-1.11,-1.6490514975752268,0.030267191985092194,-1.2349026674743453,-1.9788859281707691,-1.3192170669796845,0.5390514975752267,1,1,1
-1.867,-2.6583399713304425,0.027329096562800758,-1.8311184674358856,-2.973688002126173,-2.342991940534712,0.7913399713304425,1,1,1
-1.991,-2.293208354049431,0.04724441245673972,-1.9479133372960322,-2.6195124946398103,-1.9669042134590518,0.3022083540494309,0,1,1
-3.267,-3.2648659774335513,0.09496730475782923,-2.494109949773202,-3.5911701180239306,-2.938561836843172,0.002134022566448568,0,1,1
-1.209,-1.585308679033965,0.10850517010459589,-1.2156123452386078,-1.8806486944562517,-1.2899686636116783,0.3763086790339649,0,1,1
-2.765,-2.4463286179069454,0.11456072482937033,-1.7981891887470687,-2.761676648702676,-2.130980587111215,0.3186713820930547,0,1,1
-2.219,-2.2189672150075808,0.015928571899189562,-2.1438747808929075,-2.54527135559796,-1.8926630744172015,3.278499241909927e-05,1,1,1
-3.197,-3.2278290396978386,0.06505878662491234,-2.3743618540386904,-3.5231690551201256,-2.9324890242755517,0.030829039697838567,0,1,1
-1.22,-1.4486451807852105,0.04909826410072994,-1.2635128600585581,-1.7439851962074973,-1.1533051653629238,0.22864518078521057,0,1,1
-0.8009999999999999,-1.0528868404949514,0.0845386955850228,-0.6246007074500862,-1.3482268559172381,-0.7575468250726647,0.25188684049495147,0,1,1
-2.164,-2.996700227134506,0.08479306757075303,-2.5535793257187733,-3.3230043677248853,-2.6703960865441267,0.8327002271345059,0,1,1
