formula_pretty,a_site_element,b_site_element,lowest_distortion,formation_energy_per_atom,energy_above_hull,magnetic_moment,volume_per_atom,band_gap_pbe,lattice_a,lattice_b,lattice_c,lattice_alpha,lattice_beta,lattice_gamma,e_form_oxygen,source,stable,perovskite_type,magpie_Z_mean,magpie_Z_wmean,magpie_Z_min,magpie_Z_max,magpie_Z_range,magpie_Z_std,magpie_atomic_mass_mean,magpie_atomic_mass_wmean,magpie_atomic_mass_min,magpie_atomic_mass_max,magpie_atomic_mass_range,magpie_atomic_mass_std,magpie_X_mean,magpie_X_wmean,magpie_X_min,magpie_X_max,magpie_X_range,magpie_X_std,magpie_atomic_radius_mean,magpie_atomic_radius_wmean,magpie_atomic_radius_min,magpie_atomic_radius_max,magpie_atomic_radius_range,magpie_atomic_radius_std,magpie_row_mean,magpie_row_wmean,magpie_row_min,magpie_row_max,magpie_row_range,magpie_row_std,magpie_group_mean,magpie_group_wmean,magpie_group_min,magpie_group_max,magpie_group_range,magpie_group_std,magpie_mendeleev_no_mean,magpie_mendeleev_no_wmean,magpie_mendeleev_no_min,magpie_mendeleev_no_max,magpie_mendeleev_no_range,magpie_mendeleev_no_std,magpie_electrical_resistivity_mean,magpie_electrical_resistivity_wmean,magpie_electrical_resistivity_min,magpie_electrical_resistivity_max,magpie_electrical_resistivity_range,magpie_electrical_resistivity_std,magpie_velocity_of_sound_mean,magpie_velocity_of_sound_wmean,magpie_velocity_of_sound_min,magpie_velocity_of_sound_max,magpie_velocity_of_sound_range,magpie_velocity_of_sound_std,magpie_thermal_conductivity_mean,magpie_thermal_conductivity_wmean,magpie_thermal_conductivity_min,magpie_thermal_conductivity_max,magpie_thermal_conductivity_range,magpie_thermal_conductivity_std,magpie_melting_point_mean,magpie_melting_point_wmean,magpie_melting_point_min,magpie_melting_point_max,magpie_melting_point_range,magpie_melting_point_std,magpie_bulk_modulus_mean,magpie_bulk_modulus_wmean,magpie_bulk_modulus_min,magpie_bulk_modulus_max,magpie_bulk_modulus_range,magpie_bulk_modulus_std,magpie_youngs_modulus_mean,magpie_youngs_modulus_wmean,magpie_youngs_modulus_min,magpie_youngs_modulus_max,magpie_youngs_modulus_range,magpie_youngs_modulus_std,magpie_brinell_hardness_mean,magpie_brinell_hardness_wmean,magpie_brinell_hardness_min,magpie_brinell_hardness_max,magpie_brinell_hardness_range,magpie_brinell_hardness_std,magpie_rigidity_modulus_mean,magpie_rigidity_modulus_wmean,magpie_rigidity_modulus_min,magpie_rigidity_modulus_max,magpie_rigidity_modulus_range,magpie_rigidity_modulus_std,magpie_density_mean,magpie_density_wmean,magpie_density_min,magpie_density_max,magpie_density_range,magpie_density_std,phys_tolerance_factor,phys_octahedral_factor,phys_electroneg_diff_AB,phys_radius_ratio_AB,phys_b_site_valence,phys_a_site_radius,phys_b_site_radius,phys_a_site_en,phys_b_site_en,phys_b_site_row,phys_b_site_group,phys_in_stable_zone,phys_stability_score,struct_ba_ratio,struct_ca_ratio,struct_abc_spread,struct_lattice_alpha_dev,struct_lattice_beta_dev,struct_lattice_gamma_dev,struct_vpa,struct_band_gap,struct_mag_moment,struct_distort_cubic,struct_distort_orthorhombic,struct_distort_rhombohedral,struct_distort_tetragonal,anomaly_type,surprise
LuHgO3,Lu,Hg,cubic,-1.018,1.144,-0.005,14.494000000000002,0.0,4.169,4.169,4.169,90.0,90.0,90.0,-1.412,wolverton_oxides,0,single_ABO3,53.0,35.0,8.0,80.0,72.0,32.03123475609393,130.5188,84.71104,15.9994,200.59,184.5906,81.6502878726095,2.236666666666667,2.718,1.27,3.44,2.17,0.9015665378784986,1.2833333333333334,1.0100000000000002,0.6,1.75,1.15,0.4938510796676351,4.666666666666667,3.6000000000000005,2.0,6.0,4.0,1.8856180831641267,10.333333333333334,12.6,3.0,16.0,13.0,5.436502143433364,65.0,79.39999999999999,20.0,101.0,81.0,33.67491648096547,7.699999999999999e-07,7.699999999999999e-07,5.8e-07,9.6e-07,3.8e-07,1.9e-07,862.25,589.875,317.5,1407.0,1089.5,544.75,8.10886,4.875948,0.02658,16.0,15.97342,6.522521879293826,738.0400000000001,464.744,54.8,1925.0,1870.2,842.501192402717,36.5,36.5,25.0,48.0,23.0,11.5,69.0,69.0,69.0,69.0,0.0,0.0,893.0,893.0000000000001,893.0,893.0,0.0,0.0,27.0,27.0,27.0,27.0,0.0,0.0,9841.0,9841.0,9841.0,9841.0,0.0,0.0,0.8475131516135415,0.4928571428571428,0.73,1.6014492753623188,3.0,1.105,0.69,1.27,2.0,6.0,12.0,1,0.767379972435991,1.0,1.0,0.0,0.0,0.0,0.0,14.494000000000002,0.0,-0.005,1,0,0,0,unexpectly_unstable,1.144
PaIrO3,Pa,Ir,cubic,-1.037,1.142,0.335,12.776,0.0,3.997,3.997,3.997,90.0,90.0,90.0,-1.955,wolverton_oxides,0,single_ABO3,58.66666666666666,38.4,8.0,91.0,83.0,36.2797770420688,146.41742666666667,94.250216,15.9994,231.03588,215.03648,93.57126560661,2.3800000000000003,2.8040000000000003,1.5,3.44,1.94,0.8021637405584141,1.2500000000000002,0.99,0.6,1.8,1.2000000000000002,0.4949747468305833,5.0,3.8000000000000007,2.0,7.0,5.0,2.160246899469287,9.333333333333334,12.0,3.0,16.0,13.0,5.312459150169743,71.0,83.0,46.0,101.0,55.0,22.73030282830976,1.135e-07,1.135e-07,4.7e-08,1.8e-07,1.33e-07,6.65e-08,2571.25,1444.375,317.5,4825.0,4507.5,2253.75,65.67552666666667,39.415948,0.02658,150.0,149.97342,62.634325779783794,1544.9333333333334,948.88,54.8,2739.0,2684.2,1115.638535647735,320.0,320.0,320.0,320.0,0.0,0.0,528.0,528.0,528.0,528.0,0.0,0.0,1670.0,1670.0,1670.0,1670.0,0.0,0.0,210.0,210.0,210.0,210.0,0.0,0.0,19010.0,19010.0,15370.0,22650.0,7280.0,3640.0,0.8520200227630498,0.4464285714285714,0.7000000000000002,1.664,4.0,1.04,0.625,1.5,2.2,6.0,9.0,1,0.6492424213407001,1.0,1.0,0.0,0.0,0.0,0.0,12.776,0.0,0.335,1,0,0,0,unexpectly_unstable,1.142
PaPtO3,Pa,Pt,cubic,-0.96,1.136,0.358,13.395,0.0,4.061,4.061,4.061,90.0,90.0,90.0,-1.815,wolverton_oxides,0,single_ABO3,59.0,38.6,8.0,91.0,83.0,36.45088019056147,147.37309333333332,94.823616,15.9994,231.03588,215.03648,94.04757623640684,2.4066666666666667,2.8200000000000003,1.5,3.44,1.94,0.797050116924205,1.2500000000000002,0.99,0.6,1.8,1.2000000000000002,0.4949747468305833,5.0,3.8000000000000007,2.0,7.0,5.0,2.160246899469287,9.666666666666666,12.2,3.0,16.0,13.0,5.312459150169743,71.66666666666667,83.4,46.0,101.0,55.0,22.60285134421958,1.43e-07,1.4300000000000002e-07,1.06e-07,1.8e-07,7.4e-08,3.7e-08,1498.75,908.125,317.5,2680.0,2362.5,1181.25,39.67552666666666,23.815948,0.02658,72.0,71.97342,29.83598754113488,1312.4,809.36,54.8,2041.4,1986.6,893.0130122232263,230.0,230.0,230.0,230.0,0.0,0.0,168.0,168.0,168.0,168.0,0.0,0.0,392.0,392.0,392.0,392.0,0.0,0.0,61.0,61.0,61.0,61.0,0.0,0.0,18230.0,18230.0,15370.0,21090.0,5720.0,2860.0,0.8520200227630498,0.4464285714285714,0.7799999999999998,1.664,4.0,1.04,0.625,1.5,2.28,6.0,10.0,1,0.6492424213407001,1.0,1.0,0.0,0.0,0.0,0.0,13.395,0.0,0.358,1,0,0,0,unexpectly_unstable,1.136
ThAsO3,Th,As,cubic,-1.892,1.132,0,13.529000000000002,0.0,4.075,4.075,4.075,90.0,90.0,90.0,1.662,wolverton_oxides,0,single_ABO3,43.66666666666666,29.4,8.0,90.0,82.0,34.31552936434983,107.65301999999998,70.99157199999999,15.9994,232.03806,216.03866,91.18364270365308,2.306666666666666,2.76,1.3,3.44,2.14,0.8782305442700618,1.1833333333333331,0.95,0.6,1.8,1.2000000000000002,0.4904646323187387,4.333333333333333,3.4000000000000004,2.0,7.0,5.0,2.0548046676563256,11.333333333333334,13.2,3.0,16.0,13.0,5.90668171555645,79.0,87.8,47.0,101.0,54.0,23.15167380558045,2.400000000000001e-07,2.400000000000001e-07,1.5e-07,3.3e-07,1.8000000000000002e-07,9.000000000000001e-08,1403.75,860.625,317.5,2490.0,2172.5,1086.25,34.67552666666666,20.815948,0.02658,54.0,53.97342,24.554865489784756,1086.6,673.88,54.8,2115.0,2060.2,841.0765640931072,38.0,38.0,22.0,54.0,32.0,16.0,43.5,43.5,8.0,79.0,71.0,35.5,920.0,920.0,400.0,1440.0,1040.0,520.0,31.0,31.0,31.0,31.0,0.0,0.0,8725.5,8725.5,5727.0,11724.0,5997.0,2998.5,0.8768124086713188,0.4285714285714286,0.8800000000000001,1.8000000000000005,3.0,1.08,0.6,1.3,2.18,4.0,15.0,1,0.6443982490440594,1.0,1.0,0.0,0.0,0.0,0.0,13.529000000000002,0.0,0.0,1,0,0,0,unexpectly_unstable,1.132
ErPbO3,Er,Pb,cubic,-1.44,1.125,0,15.602,0.0,4.273,4.273,4.273,90.0,90.0,90.0,0.493,wolverton_oxides,0,single_ABO3,52.66666666666666,34.800000000000004,8.0,82.0,74.0,32.097074979228594,130.15279999999998,84.49143999999998,15.9994,207.2,191.2006,82.3491344577869,2.3366666666666664,2.778,1.24,3.44,2.2,0.898158610095616,1.383333333333333,1.07,0.6,1.8,1.2000000000000002,0.554276304943863,4.666666666666667,3.6000000000000005,2.0,6.0,4.0,1.8856180831641267,11.0,13.0,3.0,16.0,13.0,5.715476066494082,68.33333333333333,81.4,22.0,101.0,79.0,33.66831679124389,5.35e-07,5.35e-07,2.1e-07,8.6e-07,6.5e-07,3.25e-07,1469.1666666666667,1008.5,317.5,2830.0,2512.5,1036.3323415884608,16.675526666666666,10.015948,0.02658,35.0,34.97342,14.326911014640324,819.1366666666668,513.402,54.8,1802.0,1747.2,729.8366885969917,45.0,45.0,44.0,46.0,2.0,1.0,43.0,42.99999999999999,16.0,70.0,54.0,27.0,426.15,426.15,38.3,814.0,775.7,387.85,16.8,16.8,5.6,28.0,22.4,11.2,10203.0,10202.999999999998,9066.0,11340.0,2274.0,1137.0,0.8270711040637133,0.5535714285714286,1.09,1.4761290322580642,2.0,1.144,0.775,1.24,2.33,6.0,14.0,1,0.76079094563586,1.0,1.0,0.0,0.0,0.0,0.0,15.602,0.0,0.0,1,0,0,0,unexpectly_unstable,1.125
PaOsO3,Pa,Os,cubic,-1.092,1.116,0.291,12.579,0.0,3.977,3.977,3.977,90.0,90.0,90.0,-1.791,wolverton_oxides,0,single_ABO3,58.333333333333336,38.2,8.0,91.0,83.0,36.11401697709938,145.75509333333332,93.852816,15.9994,231.03588,215.03648,93.25121956290664,2.3800000000000003,2.8040000000000003,1.5,3.44,1.94,0.8021637405584141,1.2333333333333334,0.98,0.6,1.8,1.2000000000000002,0.4921607686744467,5.0,3.8000000000000007,2.0,7.0,5.0,2.160246899469287,9.0,11.8,3.0,16.0,13.0,5.354126134736337,70.0,82.4,46.0,101.0,55.0,22.992752481307377,1.305e-07,1.305e-07,8.1e-08,1.8e-07,9.9e-08,4.95e-08,2628.75,1473.125,317.5,4940.0,4622.5,2311.25,45.00886,27.015948,0.02658,88.0,87.97342,35.94258509993218,1733.9333333333334,1062.2800000000002,54.8,3306.0,3251.2,1329.4542272008548,78.5,78.49999999999999,40.0,110.0,33.7,16.85,74.0,74.0,47.0,96.0,34.6,17.3,3920.0,3920.0,3920.0,3920.0,0.0,0.0,222.0,222.00000000000003,222.0,222.0,0.0,0.0,18990.0,18990.0,15370.0,22610.0,7240.0,3620.0,0.8275014609569189,0.4892857142857144,0.7000000000000002,1.5182481751824817,3.0,1.04,0.685,1.5,2.2,6.0,8.0,1,0.6693784826646602,1.0,1.0,0.0,0.0,0.0,0.0,12.579,0.0,0.291,1,0,0,0,unexpectly_unstable,1.116
TmSbO3,Tm,Sb,cubic,-1.6469999999999998,1.109,0,14.768,0.0,4.195,4.195,4.195,90.0,90.0,90.0,0.3339999999999999,wolverton_oxides,0,single_ABO3,42.66666666666666,28.8,8.0,69.0,61.0,25.590796956892312,102.23120333333333,67.738482,15.9994,168.93421,152.93481,63.9442176268766,2.2466666666666666,2.724,1.25,3.44,2.19,0.9048142841980829,1.2666666666666668,1.0,0.6,1.75,1.15,0.4870546398734152,4.333333333333333,3.4000000000000004,2.0,6.0,4.0,1.699673171197595,11.333333333333334,13.2,3.0,16.0,13.0,5.90668171555645,70.0,82.39999999999999,21.0,101.0,80.0,35.05234181430203,5.38e-07,5.38e-07,4e-07,6.76e-07,2.76e-07,1.38e-07,1868.75,1093.125,317.5,3420.0,3102.5,1551.25,13.675526666666668,8.215948000000001,0.02658,24.0,23.97342,10.065462692863266,925.5266666666666,577.236,54.8,1818.0,1763.2,719.9876147700197,43.5,43.49999999999999,42.0,45.0,3.0,1.5,64.5,64.5,55.0,74.0,19.0,9.5,382.5,382.5,294.0,471.0,177.0,88.5,25.5,25.5,20.0,31.0,11.0,5.5,8009.0,8009.000000000001,6697.0,9321.0,2624.0,1312.0,0.8944900782009825,0.4285714285714286,0.7999999999999998,1.8833333333333333,5.0,1.13,0.6,1.25,2.05,5.0,15.0,1,0.6609526423217539,1.0,1.0,0.0,0.0,0.0,0.0,14.768,0.0,0.0,1,0,0,0,unexpectly_unstable,1.109
ThIrO3,Th,Ir,cubic,-1.754,1.107,0,12.993,0.0,4.02,4.02,4.02,90.0,90.0,90.0,-0.5920000000000001,wolverton_oxides,0,single_ABO3,58.333333333333336,38.2,8.0,90.0,82.0,35.98456459218159,146.75148666666666,94.450652,15.9994,232.03806,216.03866,93.87406574997708,2.313333333333333,2.764,1.3,3.44,2.14,0.8773191488215043,1.2500000000000002,0.99,0.6,1.8,1.2000000000000002,0.4949747468305833,5.0,3.8000000000000007,2.0,7.0,5.0,2.160246899469287,9.333333333333334,12.0,3.0,16.0,13.0,5.312459150169743,71.33333333333333,83.19999999999999,47.0,101.0,54.0,22.365648262955,9.85e-08,9.85e-08,4.7e-08,1.5e-07,1.03e-07,5.15e-08,2544.1666666666665,1653.5,317.5,4825.0,4507.5,1840.5777323679893,68.00886,40.815948,0.02658,150.0,149.97342,62.02253781488791,1636.2666666666669,1003.68,54.8,2739.0,2684.2,1146.915170746681,187.0,187.0,54.0,320.0,266.0,133.0,303.5,303.5,79.0,528.0,449.0,224.5,1035.0,1035.0,400.0,1670.0,1270.0,635.0,120.5,120.5,31.0,210.0,179.0,89.5,17187.0,17187.0,11724.0,22650.0,10926.0,5463.0,0.8659875641198211,0.4464285714285714,0.9000000000000001,1.7280000000000002,4.0,1.08,0.625,1.3,2.2,6.0,9.0,1,0.6875041037321449,1.0,1.0,0.0,0.0,0.0,0.0,12.993,0.0,0.0,1,0,0,0,unexpectly_unstable,1.107
ThReO3,Th,Re,cubic,-1.953,1.102,0.019,12.73,0.0,3.993,3.993,3.993,90.0,90.0,90.0,0.644,wolverton_oxides,0,single_ABO3,57.66666666666666,37.8,8.0,90.0,82.0,35.64952859280034,144.7481533333333,93.248652,15.9994,232.03806,216.03866,92.94192677454215,2.2133333333333334,2.704,1.3,3.44,2.14,0.9013076919429654,1.2500000000000002,0.99,0.6,1.8,1.2000000000000002,0.4949747468305833,5.0,3.8000000000000007,2.0,7.0,5.0,2.160246899469287,8.666666666666666,11.6,3.0,16.0,13.0,5.436502143433364,68.66666666666667,81.6,47.0,101.0,54.0,23.299976156401723,1.65e-07,1.65e-07,1.5e-07,1.8e-07,3.0000000000000004e-08,1.5000000000000002e-08,2502.5,1628.5,317.5,4700.0,4382.5,1789.1699658407713,34.00886,20.415948000000004,0.02658,54.0,53.97342,24.15362658068556,1876.2666666666669,1147.6800000000003,54.8,3459.0,3404.2,1399.9737172136086,212.0,212.0,54.0,370.0,316.0,158.0,271.0,271.0,79.0,463.0,384.0,192.0,860.0,860.0,400.0,1320.0,920.0,460.0,104.5,104.5,31.0,178.0,147.0,73.5,16372.0,16372.0,11724.0,21020.0,9296.0,4648.0,0.839054936527578,0.4928571428571428,0.5999999999999999,1.565217391304348,3.0,1.08,0.69,1.3,1.9,6.0,7.0,1,0.7314365697475996,1.0,1.0,0.0,0.0,0.0,0.0,12.73,0.0,0.019,1,0,0,0,unexpectly_unstable,1.102
ThPtO3,Th,Pt,cubic,-1.6769999999999998,1.102,0,13.576,0.0,4.079,4.079,4.079,90.0,90.0,90.0,-0.628,wolverton_oxides,0,single_ABO3,58.66666666666666,38.4,8.0,90.0,82.0,36.160137659521645,147.70715333333334,95.024052,15.9994,232.03806,216.03866,94.34546395634338,2.34,2.78,1.3,3.44,2.14,0.874680894193229,1.2500000000000002,0.99,0.6,1.8,1.2000000000000002,0.4949747468305833,5.0,3.8000000000000007,2.0,7.0,5.0,2.160246899469287,9.666666666666666,12.2,3.0,16.0,13.0,5.312459150169743,72.0,83.6,47.0,101.0,54.0,22.22611077089287,1.2799999999999998e-07,1.2799999999999998e-07,1.06e-07,1.5e-07,4.4e-08,2.2e-08,1829.1666666666667,1224.5,317.5,2680.0,2362.5,1071.7204496613017,42.00886,25.215948000000004,0.02658,72.0,71.97342,30.581954106943524,1403.7333333333331,864.16,54.8,2115.0,2060.2,954.3130490334686,142.0,141.99999999999997,54.0,230.0,176.0,88.0,123.5,123.5,79.0,168.0,89.0,44.5,396.0,396.0,392.0,400.0,8.0,4.0,46.0,46.0,31.0,61.0,30.0,15.0,16407.0,16407.0,11724.0,21090.0,9366.0,4683.0,0.8659875641198211,0.4464285714285714,0.9799999999999998,1.7280000000000002,4.0,1.08,0.625,1.3,2.28,6.0,10.0,1,0.6875041037321449,1.0,1.0,0.0,0.0,0.0,0.0,13.576,0.0,0.0,1,0,0,0,unexpectly_unstable,1.102
ThOsO3,Th,Os,cubic,-1.793,1.097,0,12.684,0.0,3.988,3.988,3.988,90.0,90.0,90.0,-0.387,wolverton_oxides,0,single_ABO3,58.0,38.0,8.0,90.0,82.0,35.81433604950212,146.08915333333331,94.053252,15.9994,232.03806,216.03866,93.55742055724043,2.313333333333333,2.764,1.3,3.44,2.14,0.8773191488215043,1.2333333333333334,0.98,0.6,1.8,1.2000000000000002,0.4921607686744467,5.0,3.8000000000000007,2.0,7.0,5.0,2.160246899469287,9.0,11.8,3.0,16.0,13.0,5.354126134736337,70.33333333333333,82.6,47.0,101.0,54.0,22.647050335284035,1.155e-07,1.155e-07,8.1e-08,1.5e-07,6.9e-08,3.45e-08,2582.5,1676.5,317.5,4940.0,4622.5,1888.260884164756,47.34219333333333,28.415948000000004,0.02658,88.0,87.97342,36.2222348733678,1825.2666666666669,1117.08,54.8,3306.0,3251.2,1343.0151186374965,54.0,54.0,54.0,54.0,0.0,0.0,79.0,79.0,79.0,79.0,0.0,0.0,2160.0,2160.0,400.0,3920.0,3520.0,1760.0,126.5,126.5,31.0,222.0,191.0,95.5,17167.0,17167.0,11724.0,22610.0,10886.0,5443.0,0.8410670586775242,0.4892857142857144,0.9000000000000001,1.5766423357664234,3.0,1.08,0.685,1.3,2.2,6.0,8.0,1,0.7317924778568596,1.0,1.0,0.0,0.0,0.0,0.0,12.684,0.0,0.0,1,0,0,0,unexpectly_unstable,1.097
ScPtO3,Sc,Pt,cubic,-1.156,1.096,0.002,12.456,0.0,3.964,3.964,3.964,90.0,90.0,90.0,-1.253,wolverton_oxides,0,single_ABO3,35.666666666666664,24.6,8.0,78.0,70.0,30.40102337458761,85.34643733333333,57.6076224,15.9994,195.084,179.0846,78.49148315504038,2.36,2.792,1.36,3.44,2.08,0.8510385811857571,1.1833333333333331,0.95,0.6,1.6,1.0,0.4249182927993987,4.0,3.2,2.0,6.0,4.0,1.632993161855452,9.666666666666666,12.2,3.0,16.0,13.0,5.312459150169743,62.66666666666666,78.0,19.0,101.0,82.0,33.68811198166037,3.28e-07,3.28e-07,1.06e-07,5.5e-07,4.44e-07,2.22e-07,1498.75,908.125,317.5,2680.0,2362.5,1181.25,29.34219333333333,17.615948000000003,0.02658,72.0,71.97342,30.86048054099972,1303.4,803.96,54.8,2041.4,1986.6,887.7609137600056,143.5,143.5,57.0,230.0,173.0,86.5,121.0,121.0,74.0,168.0,94.0,47.0,571.0,571.0,392.0,750.0,358.0,179.0,45.0,45.0,29.0,61.0,32.0,16.0,12037.5,12037.5,2985.0,21090.0,18105.0,9052.5,0.8590037934414355,0.4464285714285714,0.9199999999999996,1.6960000000000002,4.0,1.06,0.625,1.36,2.28,6.0,10.0,1,0.6697306661227037,1.0,1.0,0.0,0.0,0.0,0.0,12.456,0.0,0.002,1,0,0,0,unexpectly_unstable,1.096
HoPbO3,Ho,Pb,cubic,-1.469,1.085,0,15.614,0.0,4.274,4.274,4.274,90.0,90.0,90.0,0.529,wolverton_oxides,0,single_ABO3,52.333333333333336,34.6,8.0,82.0,74.0,31.94091767971331,129.3765733333333,84.02570399999999,15.9994,207.2,191.2006,82.0059714761396,2.333333333333333,2.776,1.23,3.44,2.21,0.9022318007154382,1.383333333333333,1.07,0.6,1.8,1.2000000000000002,0.554276304943863,4.666666666666667,3.6000000000000005,2.0,6.0,4.0,1.8856180831641267,11.0,13.0,3.0,16.0,13.0,5.715476066494082,68.66666666666667,81.6,23.0,101.0,78.0,33.209770985191824,5.119999999999999e-07,5.12e-07,2.1e-07,8.14e-07,6.04e-07,3.02e-07,1445.8333333333333,994.5,317.5,2760.0,2442.5,1005.7673963474634,17.008860000000002,10.215948,0.02658,35.0,34.97342,14.295649116632188,796.4700000000001,499.802,54.8,1734.0,1679.2,699.3802088039571,43.0,43.00000000000001,40.0,46.0,6.0,3.0,40.5,40.49999999999999,16.0,65.0,49.0,24.5,392.15,392.15,38.3,746.0,707.7,353.85,15.8,15.8,5.6,26.0,20.4,10.2,10067.5,10067.5,8795.0,11340.0,2545.0,1272.5,0.830647276290404,0.5535714285714286,1.1,1.4903225806451612,2.0,1.155,0.775,1.23,2.33,6.0,14.0,1,0.7803946777909543,1.0,1.0,0.0,0.0,0.0,0.0,15.614,0.0,0.0,1,0,0,0,unexpectly_unstable,1.085
ScIrO3,Sc,Ir,cubic,-1.3030000000000002,1.08,0,11.895,0.0,3.903,3.903,3.903,90.0,90.0,90.0,-1.398,wolverton_oxides,0,single_ABO3,35.333333333333336,24.4,8.0,77.0,69.0,29.93697082575694,84.39077066666667,57.0342224,15.9994,192.217,176.2176,77.15565088825308,2.333333333333333,2.776,1.36,3.44,2.08,0.8543743649920422,1.1833333333333331,0.95,0.6,1.6,1.0,0.4249182927993987,4.0,3.2,2.0,6.0,4.0,1.632993161855452,9.333333333333334,12.0,3.0,16.0,13.0,5.312459150169743,62.0,77.6,19.0,101.0,82.0,33.59563463705764,2.985000000000001e-07,2.985e-07,4.7e-08,5.5e-07,5.03e-07,2.515e-07,2571.25,1444.375,317.5,4825.0,4507.5,2253.75,55.34219333333333,33.215948000000004,0.02658,150.0,149.97342,67.25009446750309,1535.9333333333334,943.48,54.8,2739.0,2684.2,1113.3203232772778,188.5,188.5,57.0,320.0,263.0,131.5,301.0,301.0,74.0,528.0,454.0,227.0,1210.0,1210.0,750.0,1670.0,920.0,460.0,119.5,119.5,29.0,210.0,181.0,90.5,12817.5,12817.5,2985.0,22650.0,19665.0,9832.5,0.8590037934414355,0.4464285714285714,0.8400000000000001,1.6960000000000002,4.0,1.06,0.625,1.36,2.2,6.0,9.0,1,0.6697306661227037,1.0,1.0,0.0,0.0,0.0,0.0,11.895,0.0,0.0,1,0,0,0,unexpectly_unstable,1.08
PaReO3,Pa,Re,cubic,-1.293,1.078,0.284,12.557,0.0,3.975,3.975,3.975,90.0,90.0,90.0,-0.585,wolverton_oxides,0,single_ABO3,58.0,38.0,8.0,91.0,83.0,35.95367389665021,144.41409333333334,93.048216,15.9994,231.03588,215.03648,92.62885518179216,2.28,2.744,1.5,3.44,1.94,0.8363412381717564,1.2500000000000002,0.99,0.6,1.8,1.2000000000000002,0.4949747468305833,5.0,3.8000000000000007,2.0,7.0,5.0,2.160246899469287,8.666666666666666,11.6,3.0,16.0,13.0,5.436502143433364,68.33333333333333,81.4,46.0,101.0,55.0,23.612614331233114,1.8e-07,1.8000000000000002e-07,1.8e-07,1.8e-07,0.0,0.0,2508.75,1413.125,317.5,4700.0,4382.5,2191.25,31.675526666666663,19.015948,0.02658,48.0,47.97342,22.38290819400871,1784.9333333333334,1092.88,54.8,3459.0,3404.2,1390.3241860164203,370.0,370.0,370.0,370.0,0.0,0.0,463.0,463.0,463.0,463.0,0.0,0.0,1320.0,1320.0,1320.0,1320.0,0.0,0.0,178.0,178.0,178.0,178.0,0.0,0.0,18195.0,18195.0,15370.0,21020.0,5650.0,2825.0,0.8255217923900363,0.4928571428571428,0.3999999999999999,1.5072463768115945,3.0,1.04,0.69,1.5,1.9,6.0,7.0,1,0.6673905266220349,1.0,1.0,0.0,0.0,0.0,0.0,12.557,0.0,0.284,1,0,0,0,unexpectly_unstable,1.078
TbPuO3,Tb,Pu,cubic,-2.518,1.078,0.919,16.564,0.0,4.359,4.359,4.359,90.0,90.0,90.0,-0.5539999999999999,wolverton_oxides,0,single_ABO3,55.66666666666666,36.6,8.0,94.0,86.0,35.72425257751689,139.64158333333333,90.18471,15.9994,244.0,228.0006,94.07431864482052,1.94,2.54,1.1,3.44,2.34,1.063202708800161,1.3666666666666665,1.06,0.6,1.75,1.15,0.5421151989096865,5.0,3.8000000000000007,2.0,7.0,5.0,2.160246899469287,7.333333333333333,10.8,3.0,16.0,13.0,6.128258770283413,56.66666666666666,74.39999999999999,26.0,101.0,75.0,32.10745846199741,1.325e-06,1.325e-06,1.15e-06,1.5e-06,3.500000000000001e-07,1.7500000000000005e-07,1732.5,1166.5,317.5,2620.0,2302.5,1011.2924898366448,5.675526666666666,3.415948,0.02658,11.0,10.97342,4.485751429592248,865.4333333333334,541.1800000000001,54.8,1629.0,1574.2,643.5256344717142,38.7,38.7,38.7,38.7,0.0,0.0,76.0,76.00000000000001,56.0,96.0,40.0,20.0,677.0,677.0,677.0,677.0,0.0,0.0,32.5,32.5,22.0,43.0,21.0,10.5,14017.5,14017.5,8219.0,19816.0,11597.0,5798.5,0.8001471471321459,0.6285714285714287,0.1799999999999999,1.3409090909090908,3.0,1.18,0.88,1.1,1.28,7.0,3.0,1,0.5714337203207863,1.0,1.0,0.0,0.0,0.0,0.0,16.564,0.0,0.919,1,0,0,0,unexpectly_unstable,1.078
